security_id,market,name,ticker,end_month,outcome,outcome_source,value_realising,first_month,months_listed,delisting_notice
SEDOL:B084LV1,UK,Edinburgh New Income,,2011-04,liquidated,panel_terminal,True,2007-01,52,
SEDOL:B3X2PV9,UK,JPMorgan Global Emerging Markets Income C shares,,2011-04,unresolved,panel_terminal,,2011-04,1,
SEDOL:B1S4QQ8,UK,Gottex Market Neutral,,2011-05,liquidated,panel_terminal,True,2007-12,42,
SEDOL:309019,UK,Electric & General,,2011-07,liquidated,panel_terminal,True,2007-01,55,
SEDOL:3110003,UK,Aberforth Geared Capital & Income,,2011-07,reconstructed,panel_terminal,True,2007-01,55,
SEDOL:3110014,UK,Aberforth Geared Capital & Income,,2011-07,reconstructed,panel_terminal,True,2007-01,55,
SEDOL:911544,UK,SVM UK Active,,2011-07,liquidated,panel_terminal,True,2006-08,60,
SEDOL:B173NZ4,UK,Goldman Sachs Dynamic Opportunities Euro,,2011-07,reconstructed,panel_terminal,True,2008-11,33,
SEDOL:B173P70,UK,Goldman Sachs Dynamic Opportunities USD,,2011-07,reconstructed,panel_terminal,True,2008-11,33,
SEDOL:209368,UK,Northern AIM VCT,,2011-08,merged,panel_terminal,True,2007-01,56,
SEDOL:B08P0H3,UK,Aberdeen Development Capital,,2011-08,reorganised,panel_terminal,False,2007-01,56,
SEDOL:B08P147,UK,Aberdeen Development Capital,,2011-08,reorganised,panel_terminal,False,2007-01,56,
SEDOL:B0LNMX4,UK,Invesco Perpetual Recovery 2011,,2011-09,liquidated,panel_terminal,True,2007-01,57,
SEDOL:B0LNNV9,UK,Invesco Perpetual Recovery 2011,,2011-09,liquidated,panel_terminal,True,2007-01,57,
SEDOL:B1KBGF6,UK,TP70 VCT,,2011-09,unresolved,panel_terminal,,2010-08,14,
SEDOL:B031G67,UK,Foresight 5 VCT,,2011-10,merged,panel_terminal,True,2007-01,58,
SEDOL:B0K4B08,UK,Core VCT,,2011-10,unresolved,panel_terminal,,2007-01,58,
SEDOL:B0LHSD8,UK,Acuity VCT 3,,2011-10,merged,panel_terminal,True,2007-01,58,
SEDOL:B1W3VF5,UK,Sirius Real Estate (AIM),,2011-10,unresolved,panel_terminal,,2009-12,23,
SEDOL:B2NJD97,UK,Foresight 5 VCT C shares,,2011-10,merged,panel_terminal,True,2009-12,23,
SEDOL:B2PXDB9,UK,BlackRock Absolute Return Strategies,,2011-10,redeemed,panel_terminal,True,2008-06,41,
SEDOL:B2PXNC0,UK,BlackRock Absolute Return Strategies Euro,,2011-10,unresolved,panel_terminal,,2008-06,41,
SEDOL:B2PXNQ4,UK,BlackRock Absolute Return Strategies USD,,2011-10,unresolved,panel_terminal,,2008-06,41,
SEDOL:B6883D1,UK,HarbourVest Senior Loans Europe C shares,,2011-11,unresolved,panel_terminal,,2011-05,7,
SEDOL:B4WNWJ7,UK,NB Global Floating Rate Income USD C shares,,2011-12,unresolved,panel_terminal,,2011-10,3,
SEDOL:3148639,UK,Charter European,,2012-01,reconstructed,panel_terminal,True,2007-01,61,
SEDOL:B0S5PX4,UK,Downing Planned Exit VCT 4,,2012-01,liquidated,panel_terminal,True,2007-05,57,
SEDOL:B0S5PZ6,UK,Downing Planned Exit VCT 5,,2012-01,liquidated,panel_terminal,True,2007-05,57,
SEDOL:B1VR2X3,UK,FRM Credit Alpha,,2012-02,redeemed,panel_terminal,True,2009-06,33,
SEDOL:B236KR5,UK,PSource Structured Debt,,2012-02,unresolved,panel_terminal,,2009-09,30,
SEDOL:735250,UK,Aberdeen Development Capital,,2012-03,liquidated,panel_terminal,True,2007-01,63,
SEDOL:B173611,UK,Goldman Sachs Dynamic Opportunities,,2012-03,redeemed,panel_terminal,True,2008-11,41,
SEDOL:B1YWWB3,UK,Ashmore Global Opportunities Euro,,2012-03,unresolved,panel_terminal,,2008-03,49,
SEDOL:B231Q83,UK,Vietnam Infrastructure (AIM),,2012-03,unresolved,panel_terminal,,2011-04,12,
SEDOL:B5SNML0,UK,HICL Infrastructure C shares,,2012-03,unresolved,panel_terminal,,2012-03,1,
SEDOL:B7GHFN1,UK,Aberdeen Latin American Income C shares,,2012-03,unresolved,panel_terminal,,2012-01,3,
SEDOL:3066894,UK,SR Europe,,2012-04,liquidated,panel_terminal,True,2007-01,64,
SEDOL:152417,UK,Blue Planet Worldwide Financials,,2012-05,merged,panel_terminal,True,2007-01,65,
SEDOL:B1B9C40,UK,Blue Planet Financials Growth & Income,,2012-05,merged,panel_terminal,True,2007-01,65,
SEDOL:B069709,UK,Downing Planned Exit VCT 2,,2012-06,liquidated,panel_terminal,True,2007-05,62,
SEDOL:B078VQ9,UK,Downing Planned Exit VCT 3,,2012-06,liquidated,panel_terminal,True,2007-05,62,
SEDOL:B1FQF60,UK,Cazenove Absolute Equity,,2012-06,liquidated,panel_terminal,True,2008-12,43,
SEDOL:B5LVKC8,UK,Renaissance Russia Infrastructure Equities,,2012-06,unresolved,panel_terminal,,2011-07,12,
NAME:albany|ordinary share,UK,Albany,,2012-07,reconstructed,panel_terminal,True,2007-01,67,
SEDOL:204006,UK,Albion Prime VCT,,2012-08,merged,panel_terminal,True,2006-09,72,
SEDOL:B13YV68,UK,Octopus Apollo VCT 1,,2012-08,merged,panel_terminal,True,2007-05,64,
SEDOL:B13YVK2,UK,Octopus Apollo VCT 2,,2012-08,merged,panel_terminal,True,2007-05,64,
SEDOL:B1KR104,UK,Downing Income VCT 3 D shares,,2012-08,unresolved,panel_terminal,,2007-03,66,
SEDOL:B39XCB5,UK,Octopus Apollo VCT 4,,2012-08,merged,panel_terminal,True,2008-12,45,
NAME:barramundi|ordinary share,UK,Barramundi,,2012-09,liquidated,panel_terminal,True,2012-01,9,
SEDOL:B05Q9S3,UK,Octopus Eclipse VCT 2,,2012-09,merged,panel_terminal,True,2007-01,69,
SEDOL:B0FXRZ7,UK,Octopus Eclipse VCT 3,,2012-09,merged,panel_terminal,True,2007-01,69,
SEDOL:B0FXS09,UK,Octopus Eclipse VCT 4,,2012-09,merged,panel_terminal,True,2007-01,69,
SEDOL:B1GH1X1,UK,ProVen VCT C shares,,2012-09,unresolved,panel_terminal,,2007-03,67,
SEDOL:B1XHSL1,UK,Utilico Investments,UTL,2012-09,reorganised,panel_terminal,False,2007-06,64,
SEDOL:B3DD211,UK,ProVen VCT D shares,,2012-09,unresolved,panel_terminal,,2009-04,42,
SEDOL:B3DD233,UK,ProVen Growth and Income VCT D shares,,2012-09,unresolved,panel_terminal,,2009-04,42,
SEDOL:3431232,UK,Dexion Equity Alternative,,2012-10,redeemed,panel_terminal,True,2008-06,53,
SEDOL:B1GJY27,UK,Core VCT IV,,2012-10,unresolved,panel_terminal,,2007-05,66,
SEDOL:B1GJY49,UK,Core VCT V,,2012-10,unresolved,panel_terminal,,2007-05,66,
SEDOL:B29KPP4,UK,TP70 2008 (II) VCT,,2012-10,merged,panel_terminal,True,2010-08,27,
SEDOL:B1YW2J1,UK,TR Property Sigma,,2012-11,unresolved,panel_terminal,,2007-07,65,
SEDOL:3073816,UK,F&C Private Equity Restricted Voting,,2012-12,reconstructed,panel_terminal,True,2007-01,72,
SEDOL:B0WHX65,UK,Vinaland,VNL,2012-12,unresolved,panel_terminal,,2007-01,72,
SEDOL:B0Z52Y7,UK,Aurora Russia,,2013-01,liquidated,panel_terminal,True,2011-10,16,
SEDOL:B40HG88,UK,BlackRock Hedge Selector Cash,,2013-01,reconstructed,panel_terminal,True,2009-10,40,
SEDOL:B841RZ8,UK,Aberdeen Asian Income C shares,,2013-01,unresolved,panel_terminal,,2012-11,3,
SEDOL:B8Y6MG9,UK,Alcentra European Floating Rate Income C shares,,2013-01,unresolved,panel_terminal,,2012-12,2,
SEDOL:394510,UK,Ortus VCT,,2013-02,merged,panel_terminal,True,2007-01,74,
SEDOL:B1FPZ56,UK,Maven Income & Growth VCT 4 S shares,,2013-02,unresolved,panel_terminal,,2007-03,72,
SEDOL:B1GGVY9,UK,Foresight 2 VCT C shares,,2013-02,unresolved,panel_terminal,,2007-01,74,
SEDOL:B8H75C6,UK,DCG IRIS C shares,,2013-02,unresolved,panel_terminal,,2012-12,3,
SEDOL:3367456,UK,ISIS Property,,2013-03,merged,panel_terminal,True,2010-03,37,
SEDOL:B07V0R2,UK,JPMorgan Private Equity,JPEL,2013-03,reorganised,panel_terminal,False,2011-04,24,
SEDOL:B0CL3P6,UK,GLI Finance,,2013-06,liquidated,panel_terminal,True,2009-07,48,
SEDOL:3019939,UK,ProVen Health VCT,,2013-07,merged,panel_terminal,True,2007-01,79,
SEDOL:B4M5KX3,UK,Impax Asian Environmental Markets,,2013-07,liquidated,panel_terminal,True,2011-02,30,
SEDOL:371922,UK,Miton Income Opportunities,,2013-08,merged,panel_terminal,True,2007-01,80,
SEDOL:B06GDT1,UK,Alternative Investment Strategies,,2013-09,redeemed,panel_terminal,True,2006-12,82,
SEDOL:B54BPN1,UK,Altus Resource Capital,,2013-09,liquidated,panel_terminal,True,2012-09,13,
SEDOL:B8BQXB4,UK,Triple Point Income VCT B shares,,2013-09,unresolved,panel_terminal,,2013-04,6,
SEDOL:279071,UK,Downing Absolute Income VCT 1,,2013-10,merged,panel_terminal,True,2007-01,82,
SEDOL:680350,UK,Downing Income VCT 3,,2013-10,merged,panel_terminal,True,2007-01,82,
SEDOL:B01YYK8,UK,Albion Income & Growth VCT,,2013-10,merged,panel_terminal,True,2006-09,86,
SEDOL:B02WQ61,UK,Downing Income VCT 4,,2013-10,merged,panel_terminal,True,2007-01,82,
SEDOL:B0MV7V0,UK,Downing Income VCT,,2013-10,merged,panel_terminal,True,2007-01,82,
SEDOL:B4K0JB1,UK,Downing Absolute Income VCT 2,,2013-10,merged,panel_terminal,True,2010-07,40,
SEDOL:B52Y963,UK,Downing Absolute Income VCT 1 C shares,,2013-10,merged,panel_terminal,True,2011-04,31,
SEDOL:B7690L0,UK,Downing Income VCT 3 E shares,,2013-10,merged,panel_terminal,True,2012-03,20,
SEDOL:B05PYY1,UK,Absolute Return Trust,,2013-11,unresolved,panel_terminal,,2007-01,83,
SEDOL:B29YCR7,UK,Absolute Return Trust Euro,,2013-11,unresolved,panel_terminal,,2008-01,71,
SEDOL:BDZDGG2,UK,BACIT C shares,,2013-11,unresolved,panel_terminal,,2013-10,2,
SEDOL:B4QHGL5,UK,Castle Alternative Invest,,2013-12,liquidated,panel_terminal,True,2010-09,40,
SEDOL:B6YSJD7,UK,NB Global Floating Rate Income C shares,,2013-12,unresolved,panel_terminal,,2011-10,27,
NAME:rights and issues|preference,UK,Rights & Issues,RIII,2014-01,reorganised,panel_terminal,False,2007-01,85,
SEDOL:973793,UK,BlackRock New Energy,,2014-01,liquidated,panel_terminal,True,2007-01,85,
SEDOL:B1YQ6Y6,UK,Third Point Offshore Investors Euro,,2014-02,reconstructed,panel_terminal,True,2010-11,40,
SEDOL:B037814,UK,Dexion Trading,,2014-04,redeemed,panel_terminal,True,2008-08,69,
SEDOL:B28C4Y3,UK,Downing Planned Exit VCT 8,,2014-04,liquidated,panel_terminal,True,2008-04,73,
SEDOL:B28C4Z4,UK,Downing Planned Exit VCT 9,,2014-04,liquidated,panel_terminal,True,2008-04,73,
SEDOL:BJWVDP9,UK,Renewables Infrastructure Group C shares,,2014-05,unresolved,panel_terminal,,2014-04,2,
SEDOL:BKF1X42,UK,CVC Credit Partners European Opps Euro C shares,,2014-06,unresolved,panel_terminal,,2014-04,3,
SEDOL:BKF1X86,UK,CVC Credit Partners European Opps C shares,,2014-06,unresolved,panel_terminal,,2014-04,3,
SEDOL:B1CH317,UK,Tamar European Industrial,,2014-07,liquidated,panel_terminal,True,2007-08,84,
SEDOL:B2QQPM2,UK,BH Global Euro,,2014-07,reconstructed,panel_terminal,True,2008-05,75,
SEDOL:B6SRCQ4,UK,GCP Infrastructure Investments C shares,,2014-07,unresolved,panel_terminal,,2011-12,32,
SEDOL:BFPMFG6,UK,GCP Sovereign Infrastructure Debt,,2014-07,liquidated,panel_terminal,True,2013-12,8,
NAME:private equity investor|ordinary share,UK,Private Equity Investor,PEQ,2014-08,unresolved,panel_terminal,,2007-01,92,
SEDOL:B13YXC8,UK,BlueCrest AllBlue Euro,,2014-08,reconstructed,panel_terminal,True,2009-12,57,
SEDOL:B3BVWS4,UK,TP5 VCT,TP5,2014-08,unresolved,panel_terminal,,2010-08,49,
SEDOL:B3YSKP5,UK,TP5 VCT B shares,TP5B,2014-08,unresolved,panel_terminal,,2010-08,49,
SEDOL:B5WDRR7,UK,CQS Diversified USD,,2014-08,reconstructed,panel_terminal,True,2010-12,45,
SEDOL:B97F2L5,UK,Maven Income and Growth VCT 4 C shares,,2014-08,unresolved,panel_terminal,,2013-04,17,
SEDOL:B1XHV78,UK,Utilico Investments,UTL,2014-09,reorganised,panel_terminal,False,2007-06,88,
SEDOL:B3ZY353,UK,TP10 VCT,TP10,2014-09,unresolved,panel_terminal,,2010-08,50,
SEDOL:B4XR6J6,UK,TP70 2010 VCT,TP7V,2014-09,unresolved,panel_terminal,,2010-09,49,
SEDOL:B7DZCC6,UK,DCG IRIS,,2014-09,liquidated,panel_terminal,True,2012-06,28,
SEDOL:B7ZZ0Y2,UK,Diverse Income Trust C shares,,2014-09,unresolved,panel_terminal,,2012-07,27,
SEDOL:B0XQ3R2,UK,Eastern European Property,,2014-10,liquidated,panel_terminal,True,2008-12,71,
SEDOL:B1G3RS6,UK,Phaunos Timber,PTF,2014-10,unresolved,panel_terminal,,2008-01,82,
SEDOL:B1GJQ98,UK,Global Fixed Income Realisation,GFIR,2014-10,unresolved,panel_terminal,,2007-10,85,
SEDOL:B28V8Y8,UK,Octopus Titan VCT 1,,2014-10,merged,panel_terminal,True,2008-06,77,
SEDOL:B2Q5VD2,UK,Octopus Titan VCT 3,,2014-10,merged,panel_terminal,True,2008-10,73,
SEDOL:B42J3Y7,UK,BlackRock Hedge Selector UK Emerging,,2014-10,redeemed,panel_terminal,True,2009-10,61,
SEDOL:B42T325,UK,Octopus VCT,,2014-10,merged,panel_terminal,True,2010-05,54,
SEDOL:B4LJGB6,UK,Marwyn Value Investors B shares,,2014-10,reconstructed,panel_terminal,True,2009-11,60,
SEDOL:B4N5LG2,UK,HarbourVest Senior Loans Europe,,2014-10,liquidated,panel_terminal,True,2010-05,54,
SEDOL:B5467F2,UK,Octopus Titan VCT 4,,2014-10,merged,panel_terminal,True,2010-06,53,
SEDOL:B67CCM6,UK,Octopus Titan VCT 5,,2014-10,merged,panel_terminal,True,2011-07,40,
SEDOL:B29Q2M8,UK,International Oil & Gas Technology,,2014-11,unresolved,panel_terminal,,2011-08,40,
SEDOL:B5883J0,UK,F&C Private Equity,FPEO,2014-11,reorganised,panel_terminal,False,2009-12,60,
SEDOL:732518,UK,RENN Universal Growth,,2014-12,liquidated,panel_terminal,True,2007-01,96,
SEDOL:B5B3RG7,UK,CQS Diversified,,2015-01,liquidated,panel_terminal,True,2010-12,50,
SEDOL:B4KFM51,UK,Albion Development VCT D shares,,2015-02,unresolved,panel_terminal,,2009-12,63,
SEDOL:B1NB0H3,UK,Downing Planned Exit VCT 6,DPV6,2015-06,merged,panel_terminal,True,2007-05,98,
SEDOL:B7173K9,UK,Foresight 4 VCT C shares,FTFC,2015-07,unresolved,panel_terminal,,2012-02,42,
SEDOL:BRJZ8K0,UK,Octopus Apollo VCT C shares,OAPC,2015-07,unresolved,panel_terminal,,2014-11,9,
SEDOL:B53Y133,UK,Puma High Income VCT,PMH,2015-08,liquidated,panel_terminal,True,2013-10,23,
SEDOL:636911,UK,Cayenne Trust,TCT,2015-09,reconstructed,panel_terminal,True,2007-01,105,
SEDOL:B00DDT8,UK,JPMorgan Private Equity,JPEL,2015-09,reorganised,panel_terminal,False,2011-04,54,
SEDOL:B0FXK92,UK,Dexion Absolute Euro,DABE,2015-09,reconstructed,panel_terminal,True,2008-06,88,
SEDOL:B0FXL33,UK,Dexion Absolute USD,DABU,2015-09,reconstructed,panel_terminal,True,2008-06,88,
SEDOL:B1NNWQ2,UK,Cambium Global Timberland,TREE,2015-09,liquidated,panel_terminal,True,2007-10,96,
SEDOL:B3L9RC7,UK,El Oro,ELX,2015-09,unresolved,panel_terminal,,2010-06,64,
SEDOL:3612102,UK,Vietnam Infrastructure Private Equity,VNI,2015-10,liquidated,panel_terminal,True,2014-07,16,
SEDOL:3612110,UK,Vietnam Infrastructure Listed,VNIL,2015-10,liquidated,panel_terminal,True,2015-07,4,
SEDOL:B0HW611,UK,Ukraine Opportunity,UKRO,2015-10,liquidated,panel_terminal,True,2006-12,107,
SEDOL:B1FB3X8,UK,Japan Residential,JRIC,2015-10,liquidated,panel_terminal,True,2014-07,16,
SEDOL:B29LSW5,UK,Juridica Investments,JIL,2015-10,liquidated,panel_terminal,True,2008-03,92,
NAME:baronsmead vct|ordinary share,UK,Baronsmead VCT,BDV,2015-11,merged,panel_terminal,True,2006-12,108,
SEDOL:643900,UK,North Atlantic Smaller Companies,NAS,2015-11,unresolved,panel_terminal,,2007-01,107,
SEDOL:B03CKY6,UK,Foresight 2 VCT,FTN,2015-11,merged,panel_terminal,True,2007-01,107,
SEDOL:B5M3H11,UK,Foresight 2 VCT Infrastructure shares,FTNI,2015-11,unresolved,panel_terminal,,2012-03,45,
SEDOL:B61M8H9,UK,Foresight 2 VCT Planned Exit shares,FTNP,2015-11,unresolved,panel_terminal,,2010-03,69,
SEDOL:3353820,UK,Premier Energy & Water,PEW,2015-12,reorganised,panel_terminal,False,2007-01,108,
SEDOL:572316,UK,Rensburg AIM VCT,RSB,2015-12,merged,panel_terminal,True,2007-01,108,
SEDOL:B3SD2L6,UK,Octopus VCT 2,OVC2,2015-12,merged,panel_terminal,True,2011-04,57,
SEDOL:B13YXH3,UK,BlueCrest AllBlue USD,BABU,2016-01,unresolved,panel_terminal,,2009-12,74,
SEDOL:BVG6X65,UK,VPC Specialty Lending Investments C shares,VSLC,2016-01,unresolved,panel_terminal,,2015-09,5,
SEDOL:3109528,UK,Baronsmead VCT 4,BNS,2016-02,merged,panel_terminal,True,2006-12,111,
SEDOL:3228702,UK,Dexion Absolute,DAB,2016-02,liquidated,panel_terminal,True,2008-06,93,
SEDOL:BV7L905,UK,P2P Global Investments C shares,P2P2,2016-02,unresolved,panel_terminal,,2015-01,14,
SEDOL:318402,UK,Henderson Global,HGL,2016-03,reconstructed,panel_terminal,True,2007-01,111,
SEDOL:B4T5WS5,UK,DW Catalyst USD,DWCU,2016-03,reconstructed,panel_terminal,True,2010-12,64,
SEDOL:739229,UK,Rights & Issues,RIIC,2016-04,reorganised,panel_terminal,False,2007-01,112,
SEDOL:B132SB6,UK,Schroder Global Real Estate Securities,SGRE,2016-04,liquidated,panel_terminal,True,2009-09,80,
SEDOL:721163,UK,JZ Capital Partners,JZCP,2016-05,reorganised,panel_terminal,False,2006-10,116,
SEDOL:BGCZJW9,UK,JPMorgan Senior Secured Loan,JPSL,2016-05,liquidated,panel_terminal,True,2013-12,30,
SEDOL:B3L2G07,UK,Downing FOUR VCT,DO1O,2016-06,unresolved,panel_terminal,,2009-04,87,
SEDOL:B4Z6HJ8,UK,Ecofin Water & Power Opportunities,ECWZ,2016-06,reconstructed,panel_terminal,True,2009-07,84,
SEDOL:BWFGQ20,UK,Miton UK Microcap C shares,MINC,2016-06,unresolved,panel_terminal,,2016-02,5,
SEDOL:BYM91M1,UK,Octopus Apollo VCT D shares,OAPD,2016-06,unresolved,panel_terminal,,2016-01,6,
SEDOL:B3K3HN1,UK,Electra Private Equity,ELTZ,2016-07,reorganised,panel_terminal,False,2009-08,84,
SEDOL:B00DDX2,UK,Edge Performance VCT E shares,EDGE,2016-08,unresolved,panel_terminal,,2009-12,81,
SEDOL:B09LK25,UK,Ecofin Water & Power Opportunities,ECWO,2016-08,reconstructed,panel_terminal,True,2007-01,116,
SEDOL:B1GJYK5,UK,Edge Performance VCT C shares,EDGC,2016-08,unresolved,panel_terminal,,2007-11,106,
SEDOL:B28M6V4,UK,Edge Performance VCT D shares,EDGD,2016-08,unresolved,panel_terminal,,2008-04,101,
SEDOL:B41RMC3,UK,Puma VCT VII,PUMA,2016-08,liquidated,panel_terminal,True,2013-09,36,
SEDOL:B44VMB1,UK,Edge Performance VCT H shares,EDGH,2016-08,unresolved,panel_terminal,,2012-04,53,
SEDOL:B4LQCP3,UK,Edge Performance VCT G shares,EDGG,2016-08,unresolved,panel_terminal,,2011-04,65,
SEDOL:B560SW6,UK,Edge Performance VCT F shares,EDGF,2016-08,unresolved,panel_terminal,,2010-03,78,
SEDOL:B5B6VC0,UK,Edge Performance VCT I shares,EDGI,2016-08,unresolved,panel_terminal,,2012-04,53,
SEDOL:B1XHVB2,UK,UIL,UTL,2016-09,reorganised,panel_terminal,False,2007-06,112,
SEDOL:B3D74S4,UK,Downing TWO VCT C shares,DP2C,2016-09,reconstructed,panel_terminal,True,2009-04,90,
SEDOL:B3D7514,UK,Downing THREE VCT C shares,DP3C,2016-09,reconstructed,panel_terminal,True,2009-04,90,
SEDOL:B8N2KC0,UK,Picton Property Income,PCTZ,2016-09,reorganised,panel_terminal,False,2012-10,48,
SEDOL:BYP6HV0,UK,Sequoia Economic Infrastructure Income C shares,SEQC,2016-09,unresolved,panel_terminal,,2015-11,11,
SEDOL:B0523M3,UK,Neptune-Calculus Income & Growth VCT,NEP,2016-10,unresolved,panel_terminal,,2007-01,118,
SEDOL:B0YZHK9,UK,Baronsmead VCT 5,BAV,2016-10,merged,panel_terminal,True,2007-01,118,
SEDOL:B1G3N00,UK,JPMorgan Income & Growth,JIGC,2016-10,reconstructed,panel_terminal,True,2007-01,118,
SEDOL:B1G3N11,UK,JPMorgan Income & Growth,JIGI,2016-10,reconstructed,panel_terminal,True,2007-01,118,
SEDOL:B979FD0,UK,Globalworth Real Estate Investments,GWI,2016-10,liquidated,panel_terminal,True,2013-07,40,
SEDOL:B00MKB6,UK,Octopus Eclipse VCT,OEC1,2016-11,merged,panel_terminal,True,2007-01,119,
SEDOL:B628S54,UK,Duet Real Estate Finance,DREF,2016-11,liquidated,panel_terminal,True,2011-03,69,
SEDOL:BFN0VM0,UK,Vinaland,VNL,2016-11,reorganised,panel_terminal,False,2014-07,29,
SEDOL:B4W1FT2,UK,Acorn Income,AIFZ,2016-12,reorganised,panel_terminal,False,2013-09,40,
SEDOL:3036745,UK,Maven Income and Growth VCT 2,MIG2,2017-02,unresolved,panel_terminal,,2007-01,122,
SEDOL:553270,UK,M&G High Income,MGHC,2017-02,reconstructed,panel_terminal,True,2007-01,122,
SEDOL:553281,UK,M&G High Income,MGHC,2017-02,reconstructed,panel_terminal,True,2007-01,122,
SEDOL:553322,UK,M&G High Income,MGHZ,2017-02,reconstructed,panel_terminal,True,2007-01,122,
SEDOL:B2PKXF4,UK,New City Energy,NCE,2017-02,liquidated,panel_terminal,True,2012-02,61,
SEDOL:BMBN1D1,UK,Fair Oaks Income,FAIR,2017-02,unresolved,panel_terminal,,2014-06,33,
SEDOL:BYZKH01,UK,Ranger Direct Lending C shares,RDLC,2017-02,unresolved,panel_terminal,,2016-12,3,
SEDOL:531005,UK,London & St Lawrence,LSLI,2017-03,liquidated,panel_terminal,True,2007-01,123,
SEDOL:B4ZXGJ2,UK,NB Private Equity Partners,NBPZ,2017-04,reorganised,panel_terminal,False,2014-07,34,
SEDOL:461823,UK,Threadneedle UK Select Trust,UKT,2017-05,reconstructed,panel_terminal,True,2007-01,125,
SEDOL:B083776,UK,Foresight 3 VCT,FTD,2017-05,merged,panel_terminal,True,2007-01,125,
SEDOL:B1NPGZ5,UK,BH Macro Euro,BHME,2017-05,reconstructed,panel_terminal,True,2007-09,117,
SEDOL:B4TR344,UK,Aberforth Geared Income,AGIT,2017-05,reconstructed,panel_terminal,True,2010-04,86,
SEDOL:B4WLXD2,UK,Aberforth Geared Income,AGIT,2017-05,reconstructed,panel_terminal,True,2010-04,86,
SEDOL:BYM6LJ9,UK,Fair Oaks Income C shares,FAIC,2017-05,unresolved,panel_terminal,,2015-08,22,
SEDOL:B011QL4,UK,Prospect Japan,PJF,2017-06,reconstructed,panel_terminal,True,2007-01,126,
SEDOL:B1YW310,UK,Ludgate Environmental,LEF,2017-06,reconstructed,panel_terminal,True,2007-10,117,
SEDOL:B3RNDW5,UK,Calculus VCT C shares,CLCC,2017-06,unresolved,panel_terminal,,2016-11,8,
SEDOL:B4XV933,UK,DW Catalyst,DWCG,2017-06,liquidated,panel_terminal,True,2010-12,79,
SEDOL:BYYS2J0,UK,GCP Asset Backed Income C shares,GABC,2017-06,unresolved,panel_terminal,,2017-03,4,
SEDOL:BFMYZ98,UK,Henderson International Income C shares,HINC,2017-07,unresolved,panel_terminal,,2013-11,45,
SEDOL:B0Q73G1,UK,AcenciA Debt Strategies,ACD,2017-08,unresolved,panel_terminal,,2007-01,128,
SEDOL:B1FBT07,UK,Yatra Capital,YATRA,2017-08,unresolved,panel_terminal,,2012-01,68,
SEDOL:B40PR12,UK,Puma VCT 8,PUM8,2017-09,liquidated,panel_terminal,True,2013-09,49,
SEDOL:B5N4JV7,UK,JPEL Private Equity,JPEL,2017-09,reorganised,panel_terminal,False,2011-09,73,
SEDOL:BJT3251,UK,Kennedy Wilson Europe Real Estate,KWE,2017-09,reconstructed,panel_terminal,True,2014-04,42,
SEDOL:B4KQKM7,UK,Octopus VCT 3,OCV3,2017-10,unresolved,panel_terminal,,2012-04,67,
SEDOL:B59C119,UK,Downing FOUR VCT 2011 Structured shares,D4SO,2017-10,reconstructed,panel_terminal,True,2011-05,78,
SEDOL:B5BB891,UK,Downing FOUR VCT 2011 General shares,D4OO,2017-10,reconstructed,panel_terminal,True,2011-05,78,
SEDOL:B6QM2B6,UK,Octopus VCT 4,OCV4,2017-10,unresolved,panel_terminal,,2012-04,67,
SEDOL:B0P6FY1,UK,Alpha Pyrenees Trust,ALPH,2017-11,unresolved,panel_terminal,,2017-07,5,
SEDOL:B45M5X6,UK,Foresight VCT Infrastructure shares,FTVI,2017-11,reconstructed,panel_terminal,True,2012-03,69,
SEDOL:B4V7FP7,UK,Downing THREE VCT D shares,DP3D,2017-11,reconstructed,panel_terminal,True,2010-01,95,
SEDOL:B4VR3D1,UK,Downing TWO VCT D shares,DP2D,2017-11,reconstructed,panel_terminal,True,2010-01,95,
SEDOL:B61K7Y3,UK,Foresight VCT Planned Exit shares,FTVP,2017-11,reconstructed,panel_terminal,True,2010-03,93,
SEDOL:B54ST29,UK,Triple Point VCT 2011,TPO,2017-12,reconstructed,panel_terminal,True,2011-08,77,
SEDOL:B8FJ579,UK,Chelverton Small Companies Dividend,SDVZ,2017-12,reorganised,panel_terminal,False,2012-08,65,
SEDOL:3073184,UK,JPMorgan Income & Capital,JPI,2018-01,reconstructed,panel_terminal,True,2007-01,133,
SEDOL:3073203,UK,JPMorgan Income & Capital,JPI,2018-01,reconstructed,panel_terminal,True,2007-01,133,
SEDOL:B3B3WB3,UK,Taliesin Property,TPF,2018-01,reconstructed,panel_terminal,True,2014-10,40,
SEDOL:BCDP4K3,UK,Taliesin Property,TPFZ,2018-01,reconstructed,panel_terminal,True,2014-10,40,
SEDOL:B1GDYS5,UK,Hargreave Hale AIM VCT 2,HHVT,2018-02,merged,panel_terminal,True,2013-10,53,
SEDOL:B4MGR24,UK,Downing FOUR VCT B shares,DO1B,2018-03,reconstructed,panel_terminal,True,2010-01,99,
SEDOL:B576CP4,UK,Downing FOUR VCT 2011 Low Carbon shares,D4LC,2018-03,reconstructed,panel_terminal,True,2011-05,83,
SEDOL:BLWDVR7,UK,Empiric Student Property,ESP,2018-03,unresolved,panel_terminal,,2015-02,38,
SEDOL:BY7QK53,UK,EF Realisation Company,EFR,2018-03,liquidated,panel_terminal,True,2017-03,13,
