ticker,month,label,unit,truth,n_matching_labels,matched,nearest_label,nearest_value,nearest_unit,nearest_ratio,split,announcement_id
SET,2026-06,,,1.985,0,False,benchmark total return excess total return excess income,1.98,dollars,0.9974811083123425,learn,03102737
PIC,2026-06,,,1.207,0,False,nta before tax,1.194,dollars,0.9892294946147472,learn,03102354
ARG,2026-06,,,10.84,0,False,and approximate pre tax nta per share,10.59,dollars,0.9769372693726938,learn,03102245
OPH,2026-06,is as follows value date nav per unit,dollars,3.1428,1,True,,,,,learn,03102141
GC1,2026-06,,,0.71,0,False,nta as at are as follows nta,0.6974,dollars,0.9822535211267607,holdout,03102099
RG1,2026-06,,,2.65,0,False,share for regal partners global investments limited was,2.57,dollars,0.969811320754717,learn,03102078
KKC,2026-06,,,2.3528,0,False,previous nta estimate,2.3249,dollars,0.9881417885073105,learn,03102067
BEL,2026-06,,,0.0098,0,False,change pre tax nta backing per share,0.00988,cents,1.0081632653061225,learn,03101940
PCX,2026-06,net asset value,cents,1.9825,2,True,,,,,learn,03101514
PCX,2026-06,nav as at cents per unit nav,cents,1.9825,2,True,,,,,learn,03101514
SEC,2026-06,nta per share pre tax nta post tax nta,dollars,2.238,1,True,,,,,holdout,03101362
MXT,2026-06,is as follows value date nta per unit,dollars,2.0016,1,True,,,,,learn,03101196
GCI,2026-06,on nta per unit as at,dollars,2.0051,1,True,,,,,learn,03100682
MOT,2026-06,,,2.1458,0,False,is as follows value date nta per unit,2.1613,dollars,1.007223413179234,learn,03100311
GCI,2026-05,,,2.0186,0,False,on nta per unit as at,2.0057,dollars,0.9936094322797978,learn,03099750
PGF,2026-05,nta before tax accruals,dollars,2.857,2,True,,,,,learn,03099566
PGF,2026-05,share gross dividend yield nta before tax accruals,dollars,2.857,2,True,,,,,learn,03099566
RG8,2026-05,ordinary share for regal asian investments limited was,dollars,3.31,1,True,,,,,learn,03099530
RG1,2026-05,share for regal partners global investments limited was,dollars,2.59,1,True,,,,,learn,03099513
GC1,2026-05,,,0.72,0,False,nta as at are as follows nta,0.6877,dollars,0.9551388888888889,holdout,03099338
MOT,2026-05,,,2.1615,0,False,is as follows value date nta per unit,2.1699,dollars,1.003886190145732,learn,03098162
MOT,2026-05,,,2.1615,0,False,is as follows value date nta per unit,2.1687,dollars,1.003331020124913,learn,03097743
SEC,2026-05,,,2.271,0,False,as at nta per share pre tax nta,2.214,dollars,0.9749009247027741,holdout,03097549
TGF,2026-05,,,3.6933,0,False,estimated nta pre tax,3.64,dollars,0.9855684618092222,holdout,03097189
AFI,2026-05,,,7.76,0,False,pre tax nta per share,7.68,dollars,0.9896907216494846,learn,03097177
PIC,2026-05,,,1.201,0,False,perpetual equity investment company limited abn level,1.23,cents,1.0241465445462115,learn,03096822
SET,2026-05,,,1.991,0,False,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162,learn,03096798
MEC,2026-05,,,1.5624,0,False,noted below dollars per share estimated nta pre tax,1.5187,dollars,0.9720302099334357,learn,03096347
SET,2026-05,,,1.991,0,False,set share price focus australian equities ipo price,2.0,dollars,1.0045203415369162,learn,03096358
MOT,2026-05,,,2.1615,0,False,is as follows value date nta per unit,2.1672,dollars,1.0026370575988894,learn,03096420
SEC,2026-05,,,2.271,0,False,at estimated nta per share pre tax nta,2.159,dollars,0.9506825187142227,holdout,03096441
SET,2026-05,,,1.991,0,False,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162,learn,03095518
MXT,2026-05,,,2.0148,0,False,is as follows value date nta per unit,2.0088,dollars,0.997022036926742,learn,03095421
LSF,2026-05,,,4.3778,0,False,per ordinary share f f nta before tax,4.2484,dollars,0.9704417744072367,learn,03095164
LSF,2026-05,,,4.3778,0,False,per ordinary share f f nta before tax,4.2766,dollars,0.9768833660742839,learn,03094670
PIC,2026-05,,,1.201,0,False,nta before tax,1.177,dollars,0.9800166527893422,learn,03094501
MXT,2026-05,,,2.0148,0,False,is as follows value date nta per unit,2.0069,dollars,0.996079015286877,learn,03094452
PL8,2026-05,,,1.145,0,False,as at nta per share pre tax nta,1.142,dollars,0.9973799126637554,learn,03094117
CD1,2026-05,unaudited nta value before tax at of,dollars,0.59,1,True,,,,,holdout,03094067
MXT,2026-05,,,2.0148,0,False,is as follows value date nta per unit,2.0064,dollars,0.995830851697439,learn,03094025
WMI,2026-05,,,1.241,0,False,of cents per share payable on the,1.2378,cents,0.9974214343271555,learn,03093494
GCI,2026-05,,,2.0186,0,False,on nta per unit as at,2.0114,dollars,0.9964331715050034,learn,03093564
PCI,2026-05,,,1.096,0,False,at close of business on nta per unit,1.099,dollars,1.0027372262773722,holdout,03093585
ACQ,2026-05,,,1.164,0,False,includes dividends nta after taxes and before taxes,1.1763,dollars,1.0105670103092783,learn,03093636
BHD,2026-05,,,0.2526,0,False,in cents is cents nta before tax,0.2536,cents,1.0039588281868568,holdout,03093648
WMA,2026-05,beyond traditional assets nta nta dividend paid cents,cents,1.1596,1,True,,,,,learn,03093889
KAT,2026-05,,,1.576,0,False,after tax nta backing per share before tax,1.509,dollars,0.95748730964467,learn,03093089
MFF,2026-05,,,4.811,0,False,advisesits groupweekly nta per shareas atfriday approximates,4.792,dollars,0.9960507171066306,learn,03092709
PCI,2026-05,at close of business on nta per unit,dollars,1.096,1,True,,,,,holdout,03092630
RYD,2026-05,,,1.9023,0,False,of listing performance pre tax undiluted share price,1.89,dollars,0.9935341428796719,holdout,03092624
TGF,2026-05,,,3.6933,0,False,estimated nta pre tax,3.66,dollars,0.9909836731378443,holdout,03092613
SEC,2026-05,,,2.271,0,False,at estimated nta per share pre tax nta,2.289,dollars,1.0079260237780714,holdout,03092337
CD3,2026-05,,,1.52,0,False,nta dpi tvpi distributions as of,1.5,dollars,0.9868421052631579,learn,03092181
MXT,2026-05,,,2.0148,0,False,is as follows value date nta per unit,2.0037,dollars,0.9944907683144727,learn,03092174
WAX,2026-05,,,0.7749,0,False,per share partially franked at payable on,0.8046,cents,1.038327526132404,learn,03092033
PCX,2026-05,,,1.9819,0,False,net asset value,1.9894999999999998,cents,1.00383470407185,learn,03091509
MXT,2026-05,,,2.0148,0,False,is as follows value date nta per unit,2.0029,dollars,0.9940937065713717,learn,03091233
DJW,2026-05,,,3.14,0,False,after tax cum div cum div,3.16,dollars,1.0063694267515924,learn,03090565
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,,,,,learn,03090656
LRT,2026-05,,,2.7184,0,False,unit of the trust as at was,2.6994,dollars,0.9930105944673336,learn,03090448
ARG,2026-05,,,10.59,0,False,and approximate pre tax nta per share,10.55,dollars,0.9962228517469311,learn,03090069
GVF,2026-05,,,1.2956,0,False,per share at the end of was,1.2528,dollars,0.9669651126891015,learn,03089958
AFI,2026-05,,,7.76,0,False,pre tax nta per share,7.72,dollars,0.9948453608247423,learn,03089894
PGF,2026-05,,,2.857,0,False,nta before tax accruals,2.75,dollars,0.9625481274063703,learn,03089849
GCI,2026-04,,,2.0064,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.996810207336523,learn,03088812
KIT,2026-04,is as follows value date nta per unit,dollars,2.0098,1,True,,,,,learn,03087690
MXT,2026-04,,,2.0009,0,False,is as follows value date nta per unit,2.0131,dollars,1.0060972562346944,learn,03087102
LRT,2026-04,,,2.6918,0,False,unit of the trust as at was,2.809,dollars,1.043539638903336,learn,03086874
TGF,2026-04,,,3.4772,0,False,estimated nta pre tax,3.62,dollars,1.0410675255953066,holdout,03086550
AMH,2026-04,,,1.04,0,False,pre tax nta per share,1.05,dollars,1.0096153846153846,learn,03086506
MIR,2026-04,,,2.78,0,False,pre tax nta per share,2.81,dollars,1.010791366906475,learn,03086483
SEC,2026-04,,,2.263,0,False,at estimated nta per share pre tax nta,2.305,dollars,1.0185594343791429,holdout,03086311
LSF,2026-04,,,4.1052,0,False,per ordinary share f f nta before tax,4.1701,dollars,1.0158092175777063,learn,03085926
MEC,2026-04,,,1.4465,0,False,noted below dollars per share estimated nta pre tax,1.4548,dollars,1.0057379882474942,learn,03085281
PIC,2026-04,,,1.174,0,False,nta after tax,1.184,dollars,1.0085178875638843,learn,03084363
MFF,2026-04,,,4.816,0,False,weekly nta per share as at approximates,4.783,dollars,0.9931478405315616,learn,03084335
PCI,2026-04,,,1.096,0,False,at close of business on nta per unit,1.099,dollars,1.0027372262773722,holdout,03084272
RG1,2026-04,,,2.57,0,False,share for regal partners global investments limited was,2.63,dollars,1.0233463035019454,learn,03084155
PIC,2026-04,,,1.174,0,False,nta after tax,1.185,dollars,1.0093696763202726,learn,03083896
SEC,2026-04,,,2.263,0,False,at estimated nta per share pre tax nta,2.32,dollars,1.025187803800265,holdout,03083882
PCI,2026-04,,,1.096,0,False,at close of business on nta per unit,1.099,dollars,1.0027372262773722,holdout,03083771
LSF,2026-04,,,4.1052,0,False,taxes l long short fund limited phone acn,4.18,cents,1.0182207931404073,learn,03083547
KIT,2026-04,,,2.0098,0,False,is as follows value date nta per unit,2.0038,dollars,0.9970146283212261,learn,03083373
PIC,2026-04,,,1.174,0,False,capitalisation million nta before tax share price,1.18,dollars,1.0051107325383306,learn,03082349
TOP,2026-04,,,0.94,0,False,before tax after tax million capitalisation,0.9670000000000001,cents,1.0287234042553193,holdout,03082450
PIC,2026-04,nta before tax,dollars,1.174,2,True,,,,,learn,03082517
PIC,2026-04,was nta per ordinary share nta before tax,dollars,1.174,2,True,,,,,learn,03082517
FGX,2026-04,,,1.4072,0,False,portfolio in while the s p asx all,1.3605,cents,0.9668135304150085,learn,03082534
PIA,2026-04,,,1.3174,0,False,and before tax on unrealised gains and losses,1.2997,cents,0.9865644451191743,holdout,03082698
MFF,2026-04,,,4.816,0,False,cent per share fully franked interim dividend and,4.055,dollars,0.841985049833887,learn,03081980
ARG,2026-04,,,10.44,0,False,and approximate pre tax nta per share,10.33,dollars,0.9894636015325671,learn,03081956
KKC,2026-04,at close of business nta per unit,dollars,2.312,1,True,,,,,learn,03081900
AFI,2026-04,,,7.69,0,False,pre tax nta per share,7.81,dollars,1.0156046814044213,learn,03081891
AMH,2026-04,,,1.04,0,False,pre tax nta per share,1.05,dollars,1.0096153846153846,learn,03081853
PGF,2026-04,,,2.7606,0,False,nta before tax accruals,2.75,dollars,0.9961602550170252,learn,03081832
OPH,2026-04,,,2.9334,0,False,is as follows value date nav per unit,2.9641,dollars,1.0104656712347448,learn,03081805
GCI,2026-04,,,2.0064,0,False,on nta per unit as at,2.0109,dollars,1.002242822966507,learn,03081479
WAM,2026-04,,,1.2979,0,False,events zenith disclaimer the zenith investment partners abn,1.32,cents,1.0170275059711842,learn,03081360
MXT,2026-04,is as follows value date nta per unit,dollars,2.0009,1,True,,,,,learn,03081032
OEQ,2026-04,nta m m post tax nta backing per share,dollars,0.4108,2,True,,,,,holdout,03080565
OEQ,2026-04,nta m m pre tax nta backing per share,dollars,0.4108,2,True,,,,,holdout,03080565
AFI,2026-04,,,7.69,0,False,healthcare resmed other financials car group communication services,7.8,dollars,1.014304291287386,learn,03080307
GLS,2026-04,,,1.6668,0,False,ordinary share nta before tax nta after tax,1.5863,dollars,0.9517038636909048,learn,03080732
LF1,2026-04,,,1.97,0,False,nta per unit,1.98,dollars,1.0050761421319796,learn,03080739
MXT,2026-04,is as follows value date nta per unit,dollars,2.0009,1,True,,,,,learn,03080401
AMH,2026-04,,,1.04,0,False,as at before tax after tax,1.02,dollars,0.9807692307692307,learn,03079960
BKI,2026-04,,,2.01,0,False,its weekly pre tax nta per share as at,2.0,dollars,0.9950248756218907,holdout,03079782
AFI,2026-04,,,7.69,0,False,pre tax nta per share,7.61,dollars,0.9895968790637191,learn,03079804
HM1,2026-04,,,3.31,0,False,nta per share pre tax nta,3.18,dollars,0.9607250755287009,learn,03079666
DUI,2026-03,is as below weekly pre tax nta per share,dollars,6.14,1,True,,,,,holdout,03077614
MOT,2026-03,,,2.1581,0,False,is as follows value date nta per unit,2.1656,dollars,1.0034752791807608,learn,03077401
CIN,2026-03,,,45.48,0,False,,,,,learn,03077345
LRT,2026-03,,,2.5833,0,False,unit of the trust as at was,2.5,dollars,0.9677544226377115,learn,03077739
RG8,2026-03,,,3.07,0,False,ordinary share for regal asian investments limited was,3.04,dollars,0.9902280130293161,learn,03077167
BKI,2026-03,,,2.0,0,False,per share as at below pre tax nta,1.99,dollars,0.995,holdout,03077150
HM1,2026-03,,,3.17,0,False,nta per share pre tax nta,3.11,dollars,0.9810725552050473,learn,03077119
LSF,2026-03,,,3.8617,0,False,per ordinary share f f nta before tax,3.893,dollars,1.0081052386254759,learn,03077062
GC1,2026-03,,,0.66,0,False,as at are as follows nta nta,0.6681,dollars,1.0122727272727272,holdout,03076864
MXT,2026-03,is as follows value date nta per unit,dollars,2.0133,1,True,,,,,learn,03076783
PL8,2026-03,,,1.12,0,False,as at nta per share pre tax nta,1.115,dollars,0.9955357142857142,learn,03076942
SEC,2026-03,,,2.271,0,False,at estimated nta per share pre tax nta,2.308,dollars,1.01629238221048,holdout,03076466
GCI,2026-03,,,2.0068,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9966115208291807,learn,03076315
KKC,2026-03,,,2.31,0,False,current nta estimate,2.3213,dollars,1.0048917748917747,learn,03076137
LSF,2026-03,,,3.8617,0,False,per ordinary share f f nta before tax,3.7964,dollars,0.9830903488101096,learn,03076058
SEC,2026-03,,,2.271,0,False,at estimated nta per share pre tax nta,2.258,dollars,0.9942756494936152,holdout,03075960
LSF,2026-03,,,3.8617,0,False,per ordinary share f f nta before tax,3.7131,dollars,0.9615195380272936,learn,03075562
GCI,2026-03,,,2.0068,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9966115208291807,learn,03075337
CIN,2026-03,,,45.48,0,False,,,,,learn,03074913
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.102,dollars,1.0073126142595978,holdout,03074889
TGF,2026-03,,,3.4173,0,False,estimated nta pre tax,3.23,dollars,0.9451906475872764,holdout,03074877
RG1,2026-03,,,2.45,0,False,share for regal partners global investments limited was,2.31,dollars,0.9428571428571428,learn,03074746
BKI,2026-03,,,2.0,0,False,per share as at below pre tax nta,1.97,dollars,0.985,holdout,03074738
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0071,dollars,0.9969204788158743,learn,03073574
GCI,2026-03,,,2.0068,0,False,governor macquarie tower farrer place sydney nsw p,2.0,dollars,0.9966115208291807,learn,03073067
OPH,2026-03,,,2.8304,0,False,return benchmark asx oph unit price return n a,2.8,dollars,0.9892594686263425,learn,03073321
LSF,2026-03,,,3.8617,0,False,per ordinary share f f nta before tax,3.9781,dollars,1.0301421653675842,learn,03072861
MFF,2026-03,,,4.585,0,False,post tax after allowing for monthly tax of approximately,5.0,dollars,1.0905125408942202,learn,03072620
CAM,2026-03,,,0.8025,0,False,nta before tax,0.805,cents,1.003115264797508,holdout,03072603
MOT,2026-03,,,2.1581,0,False,is as follows value date nta per unit,2.1626,dollars,1.0020851675084563,learn,03072593
TGF,2026-03,,,3.4173,0,False,estimated nta pre tax,3.51,dollars,1.0271266789570712,holdout,03072507
DUI,2026-03,,,6.14,0,False,is as below weekly pre tax nta per share,6.19,dollars,1.0081433224755703,holdout,03072823
BKI,2026-03,,,2.0,0,False,per share as at below pre tax nta,1.97,dollars,0.985,holdout,03072390
RG1,2026-03,,,2.45,0,False,share for regal partners global investments limited was,2.41,dollars,0.9836734693877551,learn,03072333
KKC,2026-03,,,2.31,0,False,previous nta estimate,2.3192,dollars,1.003982683982684,learn,03072310
ECL,2026-03,,,1.3401,0,False,before all taxes nta after providing all taxes,1.0,dollars,0.7462129691814043,learn,03072037
FPC,2026-03,,,1.7641,0,False,street sydney invest fatprophets com au nsw ph,1.77,cents,1.0033444816053512,learn,03071860
FPC,2026-03,,,1.7641,0,False,street sydney invest fatprophets com au nsw ph,1.77,cents,1.0033444816053512,learn,03071857
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.1,dollars,1.0054844606946984,holdout,03071798
KKC,2026-03,,,2.31,0,False,at close of business nta per unit,2.3317,dollars,1.0093939393939395,learn,03071696
IBC,2026-03,,,0.585,0,False,purposes nta per ordinary share month end,0.31,cents,0.5299145299145299,learn,03071364
TGF,2026-03,,,3.4173,0,False,fytd,3.4,dollars,0.9949375237760805,holdout,03071724
WMA,2026-03,,,1.1894,0,False,wma unique opportunities beyond traditional assets cents,1.183,cents,0.9946191356986717,learn,03071718
PL8,2026-03,,,1.12,0,False,nta per share pre tax nta post tax nta,1.182,dollars,1.0553571428571427,learn,03071074
PCI,2026-03,,,1.094,0,False,at close of business on nta per unit,1.101,dollars,1.006398537477148,holdout,03070824
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.004,dollars,0.9953807182238116,learn,03070317
GCI,2026-03,,,2.0068,0,False,on nta per unit as at,2.0118,dollars,1.0024915288020728,learn,03070303
AFI,2026-03,,,7.54,0,False,pre tax nta per share,7.89,dollars,1.046419098143236,learn,03070109
DUI,2026-03,,,6.14,0,False,united investment limited asx announcement weekly nta,6.0,dollars,0.977198697068404,holdout,03070098
TGF,2026-03,,,3.4173,0,False,estimated nta post tax,3.29,dollars,0.9627483685950897,holdout,03069763
GC1,2026-03,,,0.66,0,False,as at are as follows nta nta,0.6847,dollars,1.0374242424242424,holdout,03069425
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0023,dollars,0.994536333383003,learn,03069412
MXT,2026-03,,,2.0133,0,False,is as follows value date nta per unit,2.0019,dollars,0.9943376545969304,learn,03068840
SEC,2026-03,,,2.271,0,False,at estimated nta per share pre tax nta,2.474,dollars,1.0893879348304714,holdout,03068854
LSF,2026-03,,,3.8617,0,False,nta before tax f f nta after tax,3.7562,dollars,0.9726804257192428,learn,03069038
DUI,2026-03,,,6.14,0,False,of total million portfolio commonwealth bank banks transurban,6.2,dollars,1.009771986970684,holdout,03069052
FPC,2026-03,,,1.7641,0,False,street sydney invest fatprophets com au nsw ph,1.77,cents,1.0033444816053512,learn,03069181
WLE,2026-03,,,1.3003,0,False,reserved zenith disclaimer the zenith investment partners abn,1.32,cents,1.0151503499192494,holdout,03068704
MOT,2026-03,is as follows value date nta per unit,dollars,2.1581,1,True,,,,,learn,03068306
FSI,2026-03,,,1.471,0,False,investments limited level corporate centre one tel abn,1.35,cents,0.9177430319510537,holdout,03068283
DUI,2026-03,,,6.14,0,False,investment limited level collins street melbourne vic abn,6.0,dollars,0.977198697068404,holdout,03067527
AMH,2026-02,share as at pre tax nta per share,dollars,1.11,2,True,,,,,learn,03067186
AMH,2026-02,pre tax nta per share,dollars,1.11,2,True,,,,,learn,03067186
AFI,2026-02,share as at pre tax nta per share,dollars,8.1,2,True,,,,,learn,03067178
AFI,2026-02,pre tax nta per share,dollars,8.1,2,True,,,,,learn,03067178
KKC,2026-02,,,2.3317,0,False,current nta estimate,2.3532,dollars,1.0092207402324485,learn,03067083
MOT,2026-02,,,2.1579,0,False,is as follows value date nta per unit,2.1653,dollars,1.003429259928634,learn,03066644
SEC,2026-02,,,2.524,0,False,at estimated nta per share pre tax nta,2.502,dollars,0.9912836767036449,holdout,03066064
AUI,2026-02,,,13.75,0,False,is as below weekly pre tax nta per share,13.79,dollars,1.0029090909090908,holdout,03063878
MOT,2026-02,,,2.1579,0,False,is as follows value date nta per unit,2.1632,dollars,1.0024560915705083,learn,03063490
RG8,2026-02,,,3.51,0,False,ordinary share for regal asian investments limited was,3.45,dollars,0.982905982905983,learn,03063272
MIR,2026-02,,,3.06,0,False,pre tax nta per share,3.02,dollars,0.9869281045751633,learn,03063340
PL8,2026-02,,,1.214,0,False,as at nta per share pre tax nta,1.177,dollars,0.9695222405271829,learn,03062970
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,,,,,learn,03062773
PIC,2026-02,,,1.277,0,False,nta before tax,1.245,dollars,0.9749412685982773,learn,03061793
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,,,,,learn,03061751
LSF,2026-02,,,4.3304,0,False,per ordinary share f f nta before tax,4.244,dollars,0.9800480325143174,learn,03061455
GCI,2026-02,,,2.0089,0,False,on nta per unit as at,2.0153,dollars,1.0031858230872615,learn,03061190
PCI,2026-02,,,1.099,0,False,at close of business on nta per unit,1.103,dollars,1.0036396724294814,holdout,03061165
CAM,2026-02,tax assets increase the estimated nta to approximately,cents,0.83,1,True,,,,,holdout,03061159
LRT,2026-02,,,3.2286,0,False,unit of the trust as at was,3.1137,dollars,0.9644118193644304,learn,03061060
GCI,2026-02,,,2.0089,0,False,on nta per unit as at,2.0141,dollars,1.0025884812584,learn,03060757
PCI,2026-02,,,1.099,0,False,at close of business on nta per unit,1.103,dollars,1.0036396724294814,holdout,03060671
OPH,2026-02,,,3.2235,0,False,is as follows value date nav per unit,3.1252,dollars,0.969505196215294,learn,03060485
HM1,2026-02,,,3.33,0,False,pre tax nta post current tax nta,3.32,dollars,0.996996996996997,learn,03060464
CD1,2026-02,,,0.65,0,False,unit fund inception last months since inception return,0.67,dollars,1.0307692307692309,holdout,03060018
AIQ,2026-02,,,1.5152,0,False,to long term while nta per unit aud,1.5265,dollars,1.0074577613516367,learn,03060102
TOP,2026-02,,,0.957,0,False,tax after tax million capitalisation cents,0.9440000000000001,cents,0.9864158829676072,holdout,03060182
PIC,2026-02,nta before tax,dollars,1.277,2,True,,,,,learn,03059687
PIC,2026-02,was nta per ordinary share nta before tax,dollars,1.277,2,True,,,,,learn,03059687
MEC,2026-02,,,1.3561,0,False,noted below dollars per share estimated nta pre tax,1.3517,dollars,0.9967554015190618,learn,03059672
KKC,2026-02,,,2.3317,0,False,at close of business nta per unit,2.3568,dollars,1.010764678131835,learn,03059607
OPH,2026-02,,,3.2235,0,False,ticker unit price generation financials asx share price,3.23,dollars,1.0020164417558555,learn,03059588
FPC,2026-02,,,2.1916,0,False,fund as at th amount pre tax nta,2.1805,dollars,0.99493520715459,learn,03059859
WHF,2026-02,,,6.38,0,False,investment returns per share prior month nta,6.3,dollars,0.9874608150470219,holdout,03059555
ACQ,2026-02,,,1.3222,0,False,as at acq nta before all taxes,1.3402,dollars,1.013613674179398,learn,03059136
SEC,2026-02,,,2.524,0,False,as at nta per share pre tax nta,2.461,dollars,0.975039619651347,holdout,03058889
MXT,2026-02,is as follows value date nta per unit,dollars,2.0002,1,True,,,,,learn,03058710
ALI,2026-02,,,2.75,0,False,and approximate pre tax nta per share,2.66,dollars,0.9672727272727273,learn,03058570
DUI,2026-02,,,6.47,0,False,is as below weekly pre tax nta per share,6.36,dollars,0.982998454404946,holdout,03058437
PCI,2026-02,,,1.099,0,False,at close of business on nta per unit,1.102,dollars,1.0027297543221112,holdout,03058198
PGF,2026-02,,,2.9101,0,False,nta before tax accruals,2.95,dollars,1.0137108690423011,learn,03058009
RG1,2026-02,share for regal partners global investments limited was,dollars,2.64,1,True,,,,,learn,03058002
PIC,2026-02,,,1.277,0,False,nta before tax,1.271,dollars,0.995301487862177,learn,03057732
SEC,2026-02,,,2.524,0,False,at estimated nta per share pre tax nta,2.537,dollars,1.0051505546751187,holdout,03057862
SNC,2026-02,,,0.8165,0,False,investments limited nta before tax nta after tax,0.8811,dollars,1.0791181873851807,learn,03057481
PCX,2026-02,net asset value,cents,2.0078,2,True,,,,,learn,03057460
PCX,2026-02,nav as at cents per unit nav,cents,2.0078,2,True,,,,,learn,03057460
LSF,2026-02,,,4.3304,0,False,were nta per ordinary share nta before tax,4.3459,dollars,1.0035793460188436,learn,03057415
WLE,2026-02,,,1.3873,0,False,assets investment portfolio performance month end share price bn,1.375,dollars,0.9911338571325596,holdout,03057034
FSI,2026-02,,,1.787,0,False,on unrealised gains unrealised gains at cents,1.9709999999999999,cents,1.1029658645775042,holdout,03056858
PIC,2026-02,,,1.277,0,False,nta before tax,1.285,dollars,1.0062646828504307,learn,03056336
GCI,2026-02,,,2.0089,0,False,arsn asx announcement,2.0,dollars,0.9955697147692767,learn,03055754
AMH,2026-01,share as at pre tax nta per share,dollars,1.13,2,True,,,,,learn,03055624
AMH,2026-01,pre tax nta per share,dollars,1.13,2,True,,,,,learn,03055624
AFI,2026-01,share as at pre tax nta per share,dollars,8.0,2,True,,,,,learn,03055562
AFI,2026-01,pre tax nta per share,dollars,8.0,2,True,,,,,learn,03055562
HM1,2026-01,nta per share pre tax nta,dollars,3.61,1,True,,,,,learn,03055486
LSF,2026-01,,,4.3933,0,False,per ordinary share f f nta before tax,4.4747,dollars,1.0185282134158833,learn,03055478
MOT,2026-01,is as follows value date nta per unit,dollars,2.168,1,True,,,,,learn,03055059
MOT,2026-01,is as follows value date nta per unit,dollars,2.168,1,True,,,,,learn,03053536
SEC,2026-01,,,2.582,0,False,spheria emerging companies limited level,2.64,cents,1.0224632068164214,holdout,03053632
PIC,2026-01,,,1.301,0,False,nta before tax,1.321,dollars,1.0153727901614142,learn,03053543
BKI,2026-01,,,1.98,0,False,per share as at below pre tax nta,1.96,dollars,0.98989898989899,holdout,03052823
PIC,2026-01,,,1.301,0,False,nta before tax,1.32,dollars,1.0146041506533436,learn,03052489
