period,horizon_months,feature,value,is_silent,n,resolved,rate,base_rate,lift,z_vs_rest,universe
development,18,hf_buyback_active,active,False,11437,373,0.03261344758240797,0.029000526664514706,1.1245812174271328,2.5651738472979506,listed_universe
development,18,hf_buyback_active,none,True,47424,1334,0.028129217273954114,0.029000526664514706,0.9699553942367973,-2.5651738472979506,listed_universe
development,18,hf_holder_churn,churn,False,7403,99,0.01337295690936107,0.029000526664514706,0.4611280706748107,-8.56979134311884,listed_universe
development,18,hf_holder_churn,none,True,51458,1608,0.03124878541723347,0.029000526664514706,1.0775247559717511,8.56979134311884,listed_universe
development,18,hf_strategic_review,none,True,58248,1690,0.029013871720917458,0.029000526664514706,1.000460166001712,0.1880754301753047,listed_universe
development,18,hf_strategic_review,seen,False,613,17,0.02773246329526917,0.029000526664514706,0.9562744710151367,-0.1880754301753047,listed_universe
development,18,hf_continuation,none,True,57802,1669,0.02887443341060863,0.029000526664514706,0.9956520357245662,-1.346842100043041,listed_universe
development,18,hf_continuation,seen,False,1059,38,0.03588290840415486,0.029000526664514706,1.2373191983461975,1.346842100043041,listed_universe
development,18,hf_windup,none,True,58214,1688,0.028996461332325557,0.029000526664514706,0.99985981867722,-0.05575181335401365,listed_universe
development,18,hf_windup,seen,False,647,19,0.02936630602782071,0.029000526664514706,1.0126128524332483,0.05575181335401365,listed_universe
holdout_2022+,6,hf_buyback_active,active,False,7121,167,0.02345176239292234,0.03268932206313611,0.7174135440198987,-5.266305520279965,listed_universe
holdout_2022+,6,hf_buyback_active,none,True,16067,591,0.03678346922263023,0.03268932206313611,1.1252441745835748,5.266305520279965,listed_universe
holdout_2022+,6,hf_holder_churn,churn,False,2601,124,0.04767397154940407,0.03268932206313611,1.4583958473450944,4.561061523018913,listed_universe
holdout_2022+,6,hf_holder_churn,none,True,20587,634,0.030796133482294652,0.03268932206313611,0.9420854131760532,-4.561061523018913,listed_universe
holdout_2022+,6,hf_strategic_review,none,True,22222,681,0.03064530645306453,0.03268932206313611,0.9374714591473091,-8.395236103450596,listed_universe
holdout_2022+,6,hf_strategic_review,seen,False,966,77,0.07971014492753623,0.03268932206313611,2.4384153569653164,8.395236103450596,listed_universe
holdout_2022+,6,hf_continuation,none,True,22513,744,0.03304757251365877,0.03268932206313611,1.010959249929709,1.7717287902159966,listed_universe
holdout_2022+,6,hf_continuation,seen,False,675,14,0.02074074074074074,0.03268932206313611,0.6344806019740056,-1.7717287902159966,listed_universe
holdout_2022+,6,hf_windup,none,True,22117,683,0.03088122258895872,0.03268932206313611,0.9446883765076184,-7.036171094199049,listed_universe
holdout_2022+,6,hf_windup,seen,False,1071,75,0.0700280112044818,0.03268932206313611,2.1422289232315617,7.036171094199049,listed_universe
holdout_2022+,12,hf_buyback_active,active,False,7121,320,0.044937508776857184,0.057659134034845606,0.7793649614942142,-5.53272736139541,listed_universe
holdout_2022+,12,hf_buyback_active,none,True,16067,1017,0.06329744196178502,0.057659134034845606,1.0977868991846456,5.53272736139541,listed_universe
holdout_2022+,12,hf_holder_churn,churn,False,2601,206,0.07920030757400999,0.057659134034845606,1.373595162323219,5.0019181263667125,listed_universe
holdout_2022+,12,hf_holder_churn,none,True,20587,1131,0.05493758196920387,0.057659134034845606,0.9527992899789823,-5.0019181263667125,listed_universe
holdout_2022+,12,hf_strategic_review,none,True,22222,1219,0.05485554855548556,0.057659134034845606,0.9513765593901266,-8.784365260968357,listed_universe
holdout_2022+,12,hf_strategic_review,seen,False,966,118,0.12215320910973085,0.057659134034845606,2.118540473325684,8.784365260968357,listed_universe
holdout_2022+,12,hf_continuation,none,True,22513,1311,0.0582330209212455,0.057659134034845606,1.009953095827854,2.165133480022851,listed_universe
holdout_2022+,12,hf_continuation,seen,False,675,26,0.03851851851851852,0.057659134034845606,0.6680384498185546,-2.165133480022851,listed_universe
holdout_2022+,12,hf_windup,none,True,22117,1230,0.05561332911335172,0.057659134034845606,0.9645189794169033,-6.073320049236621,listed_universe
holdout_2022+,12,hf_windup,seen,False,1071,107,0.09990662931839403,0.057659134034845606,1.7327112345810927,6.073320049236621,listed_universe
holdout_2022+,18,hf_buyback_active,active,False,7121,476,0.06684454430557506,0.08030015525271693,0.8324335624906951,-5.019459036866923,listed_universe
holdout_2022+,18,hf_buyback_active,none,True,16067,1386,0.08626377046119375,0.08030015525271693,1.0742665464308059,5.019459036866923,listed_universe
holdout_2022+,18,hf_holder_churn,churn,False,2601,268,0.10303729334871203,0.08030015525271693,1.2831518572341216,4.528557017300265,listed_universe
holdout_2022+,18,hf_holder_churn,none,True,20587,1594,0.07742750279302472,0.08030015525271693,0.9642260659316096,-4.528557017300265,listed_universe
holdout_2022+,18,hf_strategic_review,none,True,22222,1728,0.07776077760777608,0.08030015525271693,0.9683764291993081,-6.82465492802403,listed_universe
holdout_2022+,18,hf_strategic_review,seen,False,966,134,0.13871635610766045,0.08030015525271693,1.7274730748788563,6.82465492802403,listed_universe
holdout_2022+,18,hf_continuation,none,True,22513,1824,0.08101985519477635,0.08030015525271693,1.0089626220496637,2.328984851643576,listed_universe
holdout_2022+,18,hf_continuation,seen,False,675,38,0.056296296296296296,0.08030015525271693,0.7010733182161752,-2.328984851643576,listed_universe
holdout_2022+,18,hf_windup,none,True,22117,1731,0.07826558755708278,0.08030015525271693,0.9746629668494282,-5.180729473256768,listed_universe
holdout_2022+,18,hf_windup,seen,False,1071,131,0.1223155929038282,0.08030015525271693,1.5232298433157723,5.180729473256768,listed_universe
all,6,hf_buyback_active,active,False,18558,294,0.0158422243776269,0.016282952869626686,0.9729331347005311,-0.5392815886197067,listed_universe
all,6,hf_buyback_active,none,True,63491,1042,0.016411774897229527,0.016282952869626686,1.007911465975139,0.5392815886197067,listed_universe
all,6,hf_holder_churn,churn,False,10004,162,0.016193522590963613,0.016282952869626686,0.9945077358278245,-0.07542311538983722,listed_universe
all,6,hf_holder_churn,none,True,72045,1174,0.01629537094871261,0.016282952869626686,1.000762642942306,0.07542311538983722,listed_universe
all,6,hf_strategic_review,none,True,80470,1252,0.015558593264570647,0.016282952869626686,0.955514235602363,-11.70348285979376,listed_universe
all,6,hf_strategic_review,seen,False,1579,84,0.05319822672577581,0.016282952869626686,3.2671117549574697,11.70348285979376,listed_universe
all,6,hf_continuation,none,True,80315,1308,0.016285874369669426,0.016282952869626686,1.0001794207762027,0.0450002210146987,listed_universe
all,6,hf_continuation,seen,False,1734,28,0.016147635524798153,0.016282952869626686,0.991689631118386,-0.0450002210146987,listed_universe
all,6,hf_windup,none,True,80331,1254,0.015610411920678195,0.016282952869626686,0.9586966225147644,-10.408393522322795,listed_universe
all,6,hf_windup,seen,False,1718,82,0.047729918509895226,0.016282952869626686,2.931281499864067,10.408393522322795,listed_universe
all,12,hf_buyback_active,active,False,18558,571,0.030768401767431834,0.030006459554656365,1.025392606261582,0.6916340775272901,listed_universe
all,12,hf_buyback_active,none,True,63491,1891,0.029783748877793705,0.030006459554656365,0.9925779088846854,-0.6916340775272901,listed_universe
all,12,hf_holder_churn,churn,False,10004,277,0.02768892443022791,0.030006459554656365,0.9227654592103045,-1.4499602306960455,listed_universe
all,12,hf_holder_churn,none,True,72045,2185,0.030328267055312653,0.030006459554656365,1.0107246074822696,1.4499602306960455,listed_universe
all,12,hf_strategic_review,none,True,80470,2331,0.02896731701255126,0.030006459554656365,0.9653693718776679,-12.45506239829597,listed_universe
all,12,hf_strategic_review,seen,False,1579,131,0.08296390120329322,0.030006459554656365,2.7648680462343647,12.45506239829597,listed_universe
all,12,hf_continuation,none,True,80315,2410,0.030006848035858805,0.030006459554656365,1.0000129465857754,0.004439035738471764,listed_universe
all,12,hf_continuation,seen,False,1734,52,0.029988465974625143,0.030006459554656365,0.9994003431161731,-0.004439035738471764,listed_universe
all,12,hf_windup,none,True,80331,2342,0.02915437377849149,0.030006459554656365,0.9716032551386873,-9.78268725199782,listed_universe
all,12,hf_windup,seen,False,1718,120,0.06984866123399301,0.030006459554656365,2.3277874921153097,9.78268725199782,listed_universe
all,18,hf_buyback_active,active,False,18558,849,0.045748464274167476,0.04349839729917488,1.0517275834214534,1.7082920281164888,listed_universe
all,18,hf_buyback_active,none,True,63491,2720,0.042840717582019495,0.04349839729917488,0.9848803689792989,-1.7082920281164888,listed_universe
all,18,hf_holder_churn,churn,False,10004,367,0.03668532586965214,0.04349839729917488,0.8433718975284642,-3.565209279011635,listed_universe
all,18,hf_holder_churn,none,True,72045,3202,0.044444444444444446,0.04349839729917488,1.0217490115500765,3.565209279011635,listed_universe
all,18,hf_strategic_review,none,True,80470,3418,0.04247545669193488,0.04349839729917488,0.9764832575277571,-10.254949402432421,listed_universe
all,18,hf_strategic_review,seen,False,1579,151,0.09563014566181127,0.04349839729917488,2.1984751530977733,10.254949402432421,listed_universe
all,18,hf_continuation,none,True,80315,3493,0.043491253190562164,0.04349839729917488,0.9998357615669474,-0.06827771856365686,listed_universe
all,18,hf_continuation,seen,False,1734,76,0.04382929642445214,0.04349839729917488,1.0076071567189335,0.06827771856365686,listed_universe
all,18,hf_windup,none,True,80331,3419,0.042561402198404104,0.04349839729917488,0.9784590890941044,-8.997554673651848,listed_universe
all,18,hf_windup,seen,False,1718,150,0.08731082654249127,0.04349839729917488,2.007219391141739,8.997554673651848,listed_universe
