file,publication_type,rows_parsed,rows_with_price,rows_with_nav
2020-03_keyfacts_AICAllCompanies31Mar20.xlsx,keyfacts,436,,
2020-04_keyfacts_AICIndustryOverview30Apr20.xlsx,keyfacts,434,,
2020-05_keyfacts_AICIndustryOverview31May20.xlsx,keyfacts,433,,
2020-06_keyfacts_AICIndustryOverview30Jun20.xlsx,keyfacts,431,,
2020-07_keyfacts_AICIndustryOverview31Jul20.xlsx,keyfacts,431,,
2020-08_keyfacts_AICIndustryOverview31Aug20.xlsx,keyfacts,427,,
2020-09_keyfacts_AICIndustryOverview30Sep20.xlsx,keyfacts,424,,
2020-10_keyfacts_AICIndustryOverview31Oct20.xlsx,keyfacts,425,,
2020-11_keyfacts_AICIndustryOverview30Nov20.xlsx,keyfacts,421,,
2020-12_keyfacts_AICIndustryOverview31Dec20.xlsx,keyfacts,424,,
2021-01_keyfacts_AICIndustryOverview31Jan21.xlsx,keyfacts,425,,
2021-02_keyfacts_AICIndustryOverview28Feb21.xlsx,keyfacts,426,,
2021-03_keyfacts_AICIndustryOverview31Mar21.xlsx,keyfacts,419,,
2021-04_keyfacts_AICIndustryOverview30Apr21.xlsx,keyfacts,420,,
2021-05_keyfacts_AICIndustryOverview31May21.xlsx,keyfacts,419,,
2021-06_keyfacts_AICIndustryOverview30Jun21.xlsx,keyfacts,422,,
2021-07_keyfacts_AICIndustryOverview31Jul21.xlsx,keyfacts,423,,
2021-08_keyfacts_AICIndustryOverview31Aug21.xlsx,keyfacts,422,,
2021-09_keyfacts_AICIndustryOverview30Sep21.xlsx,keyfacts,422,,
2021-10_keyfacts_AICIndustryOverview31Oct21.xlsx,keyfacts,421,,
2021-11_keyfacts_AICIndustryOverview30Nov21.xlsx,keyfacts,424,,
2021-12_keyfacts_AICIndustryOverview31Dec21.xlsx,keyfacts,424,,
2022-01_keyfacts_AICIndustryOverview31Jan22.xlsx,keyfacts,416,,
2022-02_keyfacts_AICIndustryOverview28Feb22.xlsx,keyfacts,416,,
2022-03_keyfacts_AICIndustryOverview31Mar22.xlsx,keyfacts,415,,
2022-04_keyfacts_AICIndustryOverview30Apr22.xlsx,keyfacts,417,,
2022-05_keyfacts_AICIndustryOverview31May22.xlsx,keyfacts,415,,
2022-06_keyfacts_AICIndustryOverview30Jun22.xlsx,keyfacts,410,,
2022-07_keyfacts_AICIndustryOverview31Jul22.xlsx,keyfacts,410,,
2022-08_keyfacts_AICIndustryOverview31Aug22.xlsx,keyfacts,409,,
2022-09_keyfacts_AICIndustryOverview30Sep22.xlsx,keyfacts,408,,
2022-10_keyfacts_AICIndustryOverview31Oct22.xlsx,keyfacts,409,,
2022-11_keyfacts_AICIndustryOverview30Nov22.xlsx,keyfacts,407,,
2022-12_keyfacts_AICIndustryOverview31Dec22.xlsx,keyfacts,403,,
2023-01_keyfacts_AICIndustryOverview31Jan23.xlsx,keyfacts,406,,
2023-02_keyfacts_AICIndustryOverview28Feb23.xlsx,keyfacts,404,,
2023-03_keyfacts_AICIndustryOverview31Mar23.xlsx,keyfacts,402,,
2023-04_keyfacts_AICIndustryOverview30Apr23.xlsx,keyfacts,401,,
2023-05_keyfacts_AICIndustryOverview31May23.xlsx,keyfacts,401,,
2023-06_keyfacts_AICIndustryOverview30Jun23.xlsx,keyfacts,400,,
2023-07_keyfacts_AICIndustryOverview31Jul23.xlsx,keyfacts,399,,
2023-08_keyfacts_AICIndustryOverview31Aug23.xlsx,keyfacts,395,,
2023-09_keyfacts_AICIndustryOverview30Sep23.xlsx,keyfacts,394,,
2023-10_keyfacts_AICIndustryOverview31Oct23.xlsx,keyfacts,390,,
2023-11_keyfacts_AICIndustryOverview30Nov23.xlsx,keyfacts,386,,
2023-12_keyfacts_AICIndustryOverview31Dec23.xlsx,keyfacts,386,,
2024-01_keyfacts_AICIndustryOverview31Jan24.xlsx,keyfacts,383,,
2024-02_keyfacts_AICIndustryOverview29Feb24.xlsx,keyfacts,382,,
2024-03_keyfacts_AICIndustryOverview31Mar24.xlsx,keyfacts,378,,
2024-04_keyfacts_AICIndustryOverview30Apr24.xlsx,keyfacts,375,,
2024-05_keyfacts_AICIndustryOverview31May24.xlsx,keyfacts,374,,
2024-06_keyfacts_AICIndustryOverview30Jun24.xlsx,keyfacts,371,,
2024-07_keyfacts_AICIndustryOverview31Jul24.xlsx,keyfacts,367,,
2024-08_keyfacts_AICIndustryOverview31Aug24.xlsx,keyfacts,367,,
2024-09_keyfacts_AICIndustryOverview30Sep24.xlsx,keyfacts,366,,
2024-10_keyfacts_AICIndustryOverview31Oct24.xlsx,keyfacts,363,,
2024-11_keyfacts_AICIndustryOverview30Nov24.xlsx,keyfacts,355,,
2024-12_keyfacts_AICIndustryOverview31Dec24.xlsx,keyfacts,346,,
2025-01_keyfacts_AICIndustryOverview31Jan25.xlsx,keyfacts,342,,
2025-02_keyfacts_AICIndustryOverview28Feb25.xlsx,keyfacts,338,,
2025-03_keyfacts_AICIndustryOverview31Mar25.xlsx,keyfacts,335,,
2025-04_keyfacts_AICIndustryOverview30Apr25.xlsx,keyfacts,335,,
2025-05_keyfacts_AICIndustryOverview31May25.xlsx,keyfacts,333,,
2025-06_keyfacts_AICIndustryOverview30Jun25.xlsx,keyfacts,329,,
2025-07_keyfacts_AICIndustryOverview31Jul25.xlsx,keyfacts,329,,
2025-08_keyfacts_AICIndustryOverview31Aug25.xlsx,keyfacts,329,,
2025-09_keyfacts_AICIndustryOverview30Sep25.xlsx,keyfacts,326,,
2025-10_keyfacts_AICIndustryOverview31Oct25.xlsx,keyfacts,323,,
2025-11_keyfacts_AICIndustryOverview30Nov25.xlsx,keyfacts,319,,
2025-12_keyfacts_AICIndustryOverview31Dec25.xlsx,keyfacts,315,,
2026-01_keyfacts_AICIndustryOverview31Jan26.xlsx,keyfacts,313,,
2026-02_keyfacts_AICIndustryOverview28Feb26.xlsx,keyfacts,310,,
2026-03_keyfacts_AICIndustryOverview31Mar26.xlsx,keyfacts,308,,
2026-04_keyfacts_AICIndustryOverview30Apr26.xlsx,keyfacts,305,,
2026-05_keyfacts_AICIndustryOverview31May26.xlsx,keyfacts,303,,
2026-06_keyfacts_AICIndustryOverview30Jun26.xlsx,keyfacts,302,,
2026-07_keyfacts_AICIndustryOverview31Jul26.xlsx,keyfacts,301,,
2007-12_corporate_activity_AICCorporateActivity2007.xlsx,corporate_activity,346,,
2008-12_corporate_activity_AICCorporateActivity2008.xlsx,corporate_activity,427,,
2009-12_corporate_activity_AICCorporateActivity2009.xlsx,corporate_activity,397,,
2010-12_corporate_activity_AICCorporateActivity2010.xlsx,corporate_activity,355,,
2011-12_corporate_activity_AICCorporateActivity2011.xlsx,corporate_activity,318,,
2012-12_corporate_activity_AICCorporateActivity2012.xlsx,corporate_activity,342,,
2013-12_corporate_activity_AICCorporateActivity2013.xlsx,corporate_activity,1850,,
2014-12_corporate_activity_AICCorporateActivity2014.xlsx,corporate_activity,1370,,
2015-12_corporate_activity_AICCorporateActivity2015.xlsx,corporate_activity,1589,,
2016-12_corporate_activity_AICCorporateActivity2016.xlsx,corporate_activity,1286,,
2017-12_corporate_activity_AICCorporateActivity2017.xlsx,corporate_activity,1862,,
2018-12_corporate_activity_AICCorporateActivity2018.xlsx,corporate_activity,2127,,
2019-12_corporate_activity_AICCorporateActivity2019.xlsx,corporate_activity,2432,,
2020-12_corporate_activity_AICCorporateActivity2020_0.xlsx,corporate_activity,2709,,
2021-12_corporate_activity_AICCorporateActivity2021.xlsx,corporate_activity,3027,,
2022-12_corporate_activity_AICCorporateActivity2022.xlsx,corporate_activity,2018,,
2023-12_corporate_activity_AICCorporateActivity2023 - Updated.xlsx,corporate_activity,1108,,
2024-12_corporate_activity_AICCorporateActivity2024.xlsx,corporate_activity,1170,,
2025-12_corporate_activity_AICCorporateActivity2025.xlsx,corporate_activity,1222,,
2026-07_corporate_activity_AICCorporateActivity2026.xlsx,corporate_activity,8959,,
