signal_month,holding_month,bucket,n_members,n_with_return,fwd_return,signal
2009-12,2010-01,6,17,17,-0.017416397385102988,overshoot
2009-12,2010-01,7,17,17,-0.021874904744633487,overshoot
2009-12,2010-01,8,18,18,-0.030731023813886968,overshoot
2009-12,2010-01,9,17,17,-0.03780859217605855,overshoot
2009-12,2010-01,10,18,18,-0.04995698408453844,overshoot
2010-01,2010-02,1,18,18,0.023953693218330494,overshoot
2010-01,2010-02,2,17,17,0.012080044592350458,overshoot
2010-01,2010-02,3,18,18,0.023475124449245283,overshoot
2010-01,2010-02,4,17,16,0.024257477847972365,overshoot
2010-01,2010-02,5,18,18,0.025540560139298854,overshoot
2010-01,2010-02,6,17,17,0.00876989914056335,overshoot
2010-01,2010-02,7,17,17,0.021014504121193028,overshoot
2010-01,2010-02,8,18,18,0.026220118842182432,overshoot
2010-01,2010-02,9,17,17,0.02392563952201548,overshoot
2010-01,2010-02,10,18,18,0.022788912435049102,overshoot
2010-02,2010-03,1,18,18,0.0826813656946157,overshoot
2010-02,2010-03,2,18,18,0.08134158867084007,overshoot
2010-02,2010-03,3,17,17,0.07605073195952422,overshoot
2010-02,2010-03,4,18,18,0.07199744026701978,overshoot
2010-02,2010-03,5,18,18,0.07798754724134632,overshoot
2010-02,2010-03,6,17,17,0.07942514744337813,overshoot
2010-02,2010-03,7,18,17,0.06544034961528489,overshoot
2010-02,2010-03,8,17,17,0.06339243369480156,overshoot
2010-02,2010-03,9,18,18,0.05309678928782327,overshoot
2010-02,2010-03,10,18,17,0.050864721362669216,overshoot
2010-03,2010-04,1,18,18,0.017331453479058463,overshoot
2010-03,2010-04,2,18,18,0.0032893422929242628,overshoot
2010-03,2010-04,3,17,17,0.017650354746533137,overshoot
2010-03,2010-04,4,18,18,0.011717980678446724,overshoot
2010-03,2010-04,5,18,18,0.004401044306847975,overshoot
2010-03,2010-04,6,17,17,-0.00553922664607607,overshoot
2010-03,2010-04,7,18,18,-0.002448382758337913,overshoot
2010-03,2010-04,8,17,16,-0.001480167860534995,overshoot
2010-03,2010-04,9,18,17,-4.261642265988933e-05,overshoot
2010-03,2010-04,10,18,18,-0.01411850467158234,overshoot
2010-04,2010-05,1,18,18,-0.04333584252275251,overshoot
2010-04,2010-05,2,18,18,-0.06345204930328717,overshoot
2010-04,2010-05,3,17,17,-0.048889447686686925,overshoot
2010-04,2010-05,4,18,18,-0.053702225205474546,overshoot
2010-04,2010-05,5,18,18,-0.05551905569893544,overshoot
2010-04,2010-05,6,17,17,-0.07831778071576104,overshoot
2010-04,2010-05,7,18,18,-0.059986749899948136,overshoot
2010-04,2010-05,8,17,17,-0.06081441927089585,overshoot
2010-04,2010-05,9,18,18,-0.03924724590721731,overshoot
2010-04,2010-05,10,18,18,-0.060178852467180216,overshoot
2010-05,2010-06,1,18,18,0.002770614406361702,overshoot
2010-05,2010-06,2,18,18,-0.006680437462297091,overshoot
2010-05,2010-06,3,17,17,-0.0068852195816665,overshoot
2010-05,2010-06,4,18,18,-0.0017132455526040911,overshoot
2010-05,2010-06,5,17,17,-0.019634922597750192,overshoot
2010-05,2010-06,6,18,18,-0.02425875418173873,overshoot
2010-05,2010-06,7,17,16,-0.027614693614437483,overshoot
2010-05,2010-06,8,18,18,-0.024118179880178787,overshoot
2010-05,2010-06,9,17,17,-0.02308575300537558,overshoot
2010-05,2010-06,10,18,18,-0.028808786293767832,overshoot
2010-06,2010-07,1,18,18,0.03828435003341861,overshoot
2010-06,2010-07,2,18,18,0.028035547128720157,overshoot
2010-06,2010-07,3,17,17,0.04996444104013603,overshoot
2010-06,2010-07,4,18,18,0.046189512472573246,overshoot
2010-06,2010-07,5,17,17,0.030813885504025612,overshoot
2010-06,2010-07,6,18,18,0.012487286137296334,overshoot
2010-06,2010-07,7,17,17,0.04648840536381155,overshoot
2010-06,2010-07,8,18,18,0.028205719520624943,overshoot
2010-06,2010-07,9,17,17,0.05405939160022835,overshoot
2010-06,2010-07,10,18,18,0.03220972182341666,overshoot
2010-07,2010-08,1,18,18,-0.008948798136798485,overshoot
2010-07,2010-08,2,18,18,-0.0046025366262695145,overshoot
2010-07,2010-08,3,17,17,-0.0068409588792487305,overshoot
2010-07,2010-08,4,18,18,-0.0200727238368648,overshoot
2010-07,2010-08,5,17,17,-0.0075135166077279145,overshoot
2010-07,2010-08,6,18,18,-0.009551064854313038,overshoot
2010-07,2010-08,7,17,17,-0.018745838276612047,overshoot
2010-07,2010-08,8,18,18,-0.016468186772745846,overshoot
2010-07,2010-08,9,17,17,0.0008471384075578361,overshoot
2010-07,2010-08,10,18,18,-0.0257353919756402,overshoot
2010-08,2010-09,1,18,18,0.06975321762841892,overshoot
2010-08,2010-09,2,18,18,0.0736611730013838,overshoot
2010-08,2010-09,3,17,17,0.07821612614985954,overshoot
2010-08,2010-09,4,18,18,0.07251432075298282,overshoot
2010-08,2010-09,5,17,17,0.08719825618695937,overshoot
2010-08,2010-09,6,18,18,0.0712532597212202,overshoot
2010-08,2010-09,7,17,17,0.07695354230859407,overshoot
2010-08,2010-09,8,18,17,0.07111352528150298,overshoot
2010-08,2010-09,9,17,17,0.08445300803968545,overshoot
2010-08,2010-09,10,18,17,0.0475520110622958,overshoot
2010-09,2010-10,1,18,18,0.09277031311520915,overshoot
2010-09,2010-10,2,17,17,0.04270380035640672,overshoot
2010-09,2010-10,3,17,17,0.053003132227145144,overshoot
2010-09,2010-10,4,18,18,0.03361079517984372,overshoot
2010-09,2010-10,5,17,17,0.017969345947332644,overshoot
2010-09,2010-10,6,17,17,0.03350955933640869,overshoot
2010-09,2010-10,7,18,18,0.028710577465153646,overshoot
2010-09,2010-10,8,17,17,0.02670150167728791,overshoot
2010-09,2010-10,9,17,17,0.02089343513675576,overshoot
2010-09,2010-10,10,18,18,0.028217367317633333,overshoot
2010-10,2010-11,1,18,18,0.009156281363098935,overshoot
2010-10,2010-11,2,17,17,-0.00710906143285315,overshoot
2010-10,2010-11,3,17,17,-0.010479204823975874,overshoot
2010-10,2010-11,4,18,18,-0.00830711314448989,overshoot
2010-10,2010-11,5,17,17,-0.015890724360851476,overshoot
2010-10,2010-11,6,17,17,-0.008143346125464634,overshoot
2010-10,2010-11,7,18,18,-0.016726018243758904,overshoot
2010-10,2010-11,8,17,17,-0.016641381867158637,overshoot
2010-10,2010-11,9,17,17,-0.014686102508570956,overshoot
2010-10,2010-11,10,18,17,-0.019349150045288727,overshoot
2010-11,2010-12,1,18,18,0.09119766451349551,overshoot
2010-11,2010-12,2,17,17,0.08511388939573693,overshoot
2010-11,2010-12,3,17,17,0.08464501643494139,overshoot
2010-11,2010-12,4,17,17,0.07771132520468031,overshoot
2010-11,2010-12,5,18,18,0.05241403050224152,overshoot
2010-11,2010-12,6,17,17,0.05829089635814762,overshoot
2010-11,2010-12,7,17,16,0.04962287857292482,overshoot
2010-11,2010-12,8,17,17,0.0618814585518352,overshoot
2010-11,2010-12,9,17,17,0.06655472950000312,overshoot
2010-11,2010-12,10,18,18,0.0555707374178048,overshoot
2010-12,2011-01,1,18,18,0.034264325671693525,overshoot
2010-12,2011-01,2,17,17,0.01438139936641818,overshoot
2010-12,2011-01,3,17,16,0.000234426338339061,overshoot
2010-12,2011-01,4,17,16,-0.005381693398840065,overshoot
2010-12,2011-01,5,17,17,0.0009473528888438051,overshoot
2010-12,2011-01,6,17,17,-0.013521395593940787,overshoot
2010-12,2011-01,7,17,16,-0.004443306499487411,overshoot
2010-12,2011-01,8,17,17,0.003876638433367451,overshoot
2010-12,2011-01,9,17,17,-0.020149019347307142,overshoot
2010-12,2011-01,10,18,18,-0.02076599632108171,overshoot
2011-01,2011-02,1,17,17,-0.00698718776092576,overshoot
2011-01,2011-02,2,17,17,0.013482490565507961,overshoot
2011-01,2011-02,3,17,17,0.006359102243189219,overshoot
2011-01,2011-02,4,17,17,-0.017616651690143075,overshoot
2011-01,2011-02,5,17,17,-0.00763958767180067,overshoot
2011-01,2011-02,6,16,16,-0.004298704287644284,overshoot
2011-01,2011-02,7,17,17,-0.012434984124675847,overshoot
2011-01,2011-02,8,17,17,-0.016246626780840278,overshoot
2011-01,2011-02,9,17,17,-0.017018291183316357,overshoot
2011-01,2011-02,10,17,17,-0.014492897261635869,overshoot
2011-02,2011-03,1,18,18,0.01848555765802914,overshoot
2011-02,2011-03,2,17,17,0.013766029719458114,overshoot
2011-02,2011-03,3,17,17,0.023408103007569177,overshoot
2011-02,2011-03,4,17,17,0.010931756096092218,overshoot
2011-02,2011-03,5,17,17,0.01090834736040723,overshoot
2011-02,2011-03,6,17,17,0.013470058501581358,overshoot
2011-02,2011-03,7,16,16,0.00808416962511093,overshoot
2011-02,2011-03,8,18,18,0.004832479978925695,overshoot
2011-02,2011-03,9,17,17,-0.013880681899212714,overshoot
2011-02,2011-03,10,17,15,-0.0018427660609507217,overshoot
2011-03,2011-04,1,17,17,0.016700822593248715,overshoot
2011-03,2011-04,2,17,17,0.024999279778592745,overshoot
2011-03,2011-04,3,17,17,0.022187532509835118,overshoot
