signal_month,holding_month,gross_return,buy_turnover,sell_turnover,n_holdings,missing_return_weight,n_missing_return,rebalanced,cost,net_return,strategy
2026-04,2026-05,0.06754904666906232,0.559611286563897,0.559611286563897,21,0.07692307692307693,1,True,0.008217578308061007,0.05933146836100131,D_sector_neutral_zscore
2026-05,2026-06,0.013147384295326739,0.568197618732494,0.568197618732494,21,0.0,0,True,0.008343663786800563,0.004803720508526175,D_sector_neutral_zscore
2026-06,2026-07,0.003257739264106603,0.408973620503038,0.40897362050303804,21,0.0,0,True,0.006005548553265646,-0.0027478092891590434,D_sector_neutral_zscore
2026-07,2026-08,,0.4706839960857993,0.47068399608579925,21,1.0,21,True,0.006911730855064691,,D_sector_neutral_zscore
2008-12,2009-01,0.021999042877743465,1.0,0.0,16,0.0,0,True,0.009631371337843314,0.01236767153990015,E_discount_overshoot
2009-01,2009-02,-0.06227041343405794,0.4204112386358085,0.4204112386358084,17,0.0,0,True,0.006151192947083174,-0.06842160638114111,E_discount_overshoot
2009-02,2009-03,0.1028232026483857,0.5643838969218751,0.5643838969218751,17,0.0,0,True,0.008257710372963039,0.09456549227542266,E_discount_overshoot
2009-03,2009-04,0.19267230149938108,0.6273764406036809,0.6273764406036811,17,0.0,0,True,0.009179377671086855,0.18349292382829424,E_discount_overshoot
2009-04,2009-05,0.12587436285872178,0.7415121493855732,0.7415121493855731,17,0.0,0,True,0.010849339609182666,0.11502502324953912,E_discount_overshoot
2009-05,2009-06,0.04511340665766785,0.6746770809310952,0.6746770809310952,18,0.0,0,True,0.00987145090423502,0.035241955753432835,E_discount_overshoot
2009-06,2009-07,0.05168908723375949,0.6777186597785257,0.6777186597785259,18,0.0,0,True,0.009915953373805107,0.04177313385995439,E_discount_overshoot
2009-07,2009-08,0.11784114667932942,0.670607480488917,0.6706074804889172,18,0.0,0,True,0.00981190706896886,0.10802923961036057,E_discount_overshoot
2009-08,2009-09,0.11875909097993717,0.6799459976798208,0.6799459976798207,18,0.05555555555555555,1,True,0.009948542381733805,0.10881054859820337,E_discount_overshoot
2009-09,2009-10,0.013265652692656784,0.8986981354409802,0.8986981354409805,18,0.0,0,True,0.013149186140264387,0.00011646655239239655,E_discount_overshoot
2009-10,2009-11,0.010341083047576539,0.8932216187952371,0.8932216187952371,18,0.0,0,True,0.013069057191582637,-0.002727974144006098,E_discount_overshoot
2009-11,2009-12,0.059939444937605585,0.6772820325209804,0.6772820325209803,18,0.0,0,True,0.009909564918263735,0.050029880019341846,E_discount_overshoot
2009-12,2010-01,0.02368227168940556,0.7294687799917411,0.729468779991741,18,0.0,0,True,0.01067312859942269,0.013009143089982871,E_discount_overshoot
2010-01,2010-02,0.02395369321833049,0.6799488186724486,0.6799488186724488,18,0.0,0,True,0.009948583656724486,0.014005109561606005,E_discount_overshoot
2010-02,2010-03,0.08268136569461569,0.6689186891141657,0.6689186891141654,18,0.0,0,True,0.009787197735252726,0.07289416795936296,E_discount_overshoot
2010-03,2010-04,0.01733145347905846,0.5173513636222531,0.5173513636222532,18,0.0,0,True,0.007569559913296789,0.00976189356576167,E_discount_overshoot
2010-04,2010-05,-0.04333584252275251,0.6263319637350332,0.626331963735033,18,0.0,0,True,0.00916409554216788,-0.052499938064920385,E_discount_overshoot
2010-05,2010-06,0.002770614406361702,0.6786956494442437,0.6786956494442438,18,0.0,0,True,0.00993024807239746,-0.007159633666035758,E_discount_overshoot
2010-06,2010-07,0.03828435003341861,0.6185427488845106,0.6185427488845106,18,0.0,0,True,0.009050128647259643,0.029234221386158967,E_discount_overshoot
2010-07,2010-08,-0.008948798136798483,0.6768634208305853,0.676863420830585,18,0.0,0,True,0.0099034400551752,-0.018852238191973684,E_discount_overshoot
2010-08,2010-09,0.0697532176284189,0.4580375287583507,0.4580375287583507,18,0.0,0,True,0.0067017171699315144,0.0630515004584874,E_discount_overshoot
2010-09,2010-10,0.0913792779780002,0.5629868083802415,0.5629868083802416,17,0.0,0,True,0.008237269051718552,0.08314200892628165,E_discount_overshoot
2010-10,2010-11,0.011706852051636175,0.6587026990355398,0.6587026990355399,17,0.0,0,True,0.009637723790828629,0.0020691282608075456,E_discount_overshoot
2010-11,2010-12,0.0925905713569257,0.7703862402931965,0.7703862402931965,17,0.0,0,True,0.011271807155294748,0.08131876420163095,E_discount_overshoot
2010-12,2011-01,0.03425147667469375,0.7720613010339059,0.7720613010339056,17,0.0,0,True,0.011296315591005508,0.02295516108368824,E_discount_overshoot
2011-01,2011-02,-0.00698718776092576,0.6531033627912931,0.653103362791293,17,0.0,0,True,0.009555797822993609,-0.016542985583919367,E_discount_overshoot
2011-02,2011-03,0.01921206285408066,0.4247922073340772,0.4247922073340772,17,0.0,0,True,0.0062152925269270114,0.012996770327153647,E_discount_overshoot
2011-03,2011-04,0.016700822593248718,0.5408295092230364,0.5408295092230364,17,0.0,0,True,0.007913077379905802,0.008787745213342916,E_discount_overshoot
2011-04,2011-05,0.028032233730386283,0.47993701263223093,0.4799370126322311,17,0.0,0,True,0.0070221366505973685,0.021010097079788913,E_discount_overshoot
2011-05,2011-06,-0.0010760060438647426,0.5369948585365911,0.5369948585365909,16,0.0,0,True,0.007856971181761502,-0.008932977225626245,E_discount_overshoot
2011-06,2011-07,-0.013704927894590572,0.47211442960763605,0.47211442960763605,17,0.0,0,True,0.006907681533543411,-0.020612609428133984,E_discount_overshoot
2011-07,2011-08,-0.07270627284235318,0.656960426921307,0.6569604269213071,17,0.0,0,True,0.009612231960553719,-0.0823185048029069,E_discount_overshoot
2011-08,2011-09,-0.06456720202409919,0.8265648152882057,0.8265648152882058,16,0.0,0,True,0.012093776747277607,-0.07666097877137679,E_discount_overshoot
2011-09,2011-10,0.049365203232099676,0.4738902779345281,0.4738902779345282,17,0.0,0,True,0.0069336646298538565,0.04243153860224582,E_discount_overshoot
2011-10,2011-11,-0.03763799238374338,0.4840661404206758,0.48406614042067575,17,0.0,0,True,0.007082551452571513,-0.044720543836314894,E_discount_overshoot
2011-11,2011-12,0.022175010504583058,0.594512610958374,0.5945126109583742,17,0.0,0,True,0.008698534775962746,0.013476475728620312,E_discount_overshoot
2011-12,2012-01,0.06397425229576442,0.6011412354707358,0.601141235470736,17,0.058823529411764705,1,True,0.008795520642662244,0.05517873165310218,E_discount_overshoot
2012-01,2012-02,0.084781763588236,0.48300634974658707,0.483006349746587,16,0.0,0,True,0.0070670452616785374,0.07771471832655746,E_discount_overshoot
