strategy,holding_month,security_id,side,weight_change
A_absolute_discount_decile,2008-06,SEDOL:532309,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:B11V7W9,buy,0.05263157894736843
A_absolute_discount_decile,2008-06,NAME:private equity investor|ordinary share,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-06,SEDOL:B1YW2J1,buy,0.05263157894736843
A_absolute_discount_decile,2008-06,SEDOL:B06GDT1,sell,-0.05555555555555555
A_absolute_discount_decile,2008-06,SEDOL:297437,buy,0.05263157894736843
A_absolute_discount_decile,2008-06,SEDOL:848471,sell,-0.0029239766081871205
A_absolute_discount_decile,2008-07,SEDOL:329200,buy,0.05263157894736843
A_absolute_discount_decile,2008-07,SEDOL:600756,sell,-0.05263157894736843
A_absolute_discount_decile,2008-07,NAME:albany|ordinary share,sell,-0.05263157894736843
A_absolute_discount_decile,2008-07,NAME:asset management|ordinary share,sell,-0.05263157894736843
A_absolute_discount_decile,2008-07,SEDOL:906409,sell,-0.05263157894736843
A_absolute_discount_decile,2008-07,SEDOL:3047468,buy,0.05263157894736843
A_absolute_discount_decile,2008-07,SEDOL:610841,buy,0.05263157894736843
A_absolute_discount_decile,2008-07,SEDOL:643900,buy,0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:329200,sell,-0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:600756,buy,0.05263157894736843
A_absolute_discount_decile,2008-08,NAME:albany|ordinary share,buy,0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:422864,sell,-0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:532707,sell,-0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:906506,sell,-0.05263157894736843
A_absolute_discount_decile,2008-08,NAME:asset management|ordinary share,buy,0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:3047468,sell,-0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:B17MXW8,buy,0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:643610,buy,0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:B0BDCB2,buy,0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:152417,sell,-0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:890632,buy,0.05263157894736843
A_absolute_discount_decile,2008-08,SEDOL:610841,sell,-0.05263157894736843
A_absolute_discount_decile,2008-09,NAME:albany|ordinary share,sell,-0.05263157894736843
A_absolute_discount_decile,2008-09,SEDOL:B104VL6,buy,0.05263157894736843
