ticker,name,sector,is_vct,nav_route,currency,price_days,price_first,price_last,nav_first,nav_last,discount_days,fresh_days,median_nav_age,median_discount,last_discount,price_ccy,price_unit_status,nav_history_source,nav_frequency,median_gap_days,nav_obs
MRV,Maven Renovar VCT,VCT AIM Quoted,True,registry,GBX,4985,2007-01-02,2026-09-23,2026-03-31,2026-09-17,120,120,6.0,-0.053097345132743334,-0.053097345132743334,GBp,ok,committed+s3_snapshot,weekly,6.5,29.0
MTE,Montanaro European Smaller Companies,European Smaller Companies,False,registry,GBX,4985,2007-01-02,2026-09-23,2008-06-30,2026-09-21,4607,4607,0.0,-0.10154117630013193,-0.0855548667079975,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4596.0
MTH,Mithras,Private Equity,False,registry,,82,2018-05-16,2018-09-12,,,0,0,,,,,unresolved_no_nav_no_currency,,,,
MTU,Montanaro UK Smaller Companies,UK Smaller Companies,False,registry,GBX,4985,2007-01-02,2026-09-23,2006-12-31,2026-09-21,4985,4985,1.0,-0.13878816966024843,-0.05572493224932251,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4841.0
MUT,Murray Income Trust,UK Equity Income,False,registry,GBX,4985,2007-01-02,2026-09-23,2008-05-31,2026-09-22,4624,4391,1.0,-0.06121577704456388,-0.07486804245507717,GBp,ok,committed+s3_snapshot,daily,1.0,4052.0
MVCT,Molten Ventures VCT,VCT,True,registry,GBX,4984,2007-01-02,2026-09-22,2024-03-31,2026-03-31,0,0,162.0,,,GBp,unresolved_scale,committed,semiannual,166.0,6.0
MVI,Marwyn Value Investors,UK Smaller Companies,False,announcements_only,GBX,4985,2007-01-02,2026-09-23,2010-06-30,2026-08-31,4096,1409,162.5,-0.9736347989360038,-0.45755669686652434,GBp,ok,committed+s3_archive,monthly,28.5,68.0
MWY,Mid Wynd International,Global,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-02,2026-09-21,4985,4985,1.0,-0.0017087867613994057,-0.015303718034575975,GBp,ok,committed+s3_snapshot,daily,1.0,4970.0
MXF,MedicX,Property Specialist,False,announcements_only,,0,,,,,0,0,,,,,,,semiannual,132.5,27.0
MYI,Murray International Trust,Global Equity Income,False,registry,GBX,4985,2007-01-02,2026-09-23,2008-05-31,2026-09-21,4624,4442,1.0,0.014376744178345557,0.009181900901646056,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4055.0
NAIT,North American Income Trust,North America,False,registry,GBX,4985,2007-01-02,2026-09-23,2008-05-31,2026-09-21,4624,4409,1.0,-0.06944554811824627,-0.032332033937170435,GBp,ok,committed+s3_snapshot,daily,1.0,4074.0
NAS,North Atlantic Smaller Companies,North American Smaller Companies,False,registry,,4985,2007-01-02,2026-09-23,2009-04-30,2026-08-31,4388,4285,30.0,-0.20788555356863836,-0.3468381729954556,GBp,ok,committed+s3_archive+s3_snapshot,monthly,30.0,202.0
NAVF,Nippon Active Value Fund,Japanese Smaller Companies,False,registry,GBX,1663,2020-02-21,2026-09-23,2020-02-21,2026-09-21,1662,1221,1.0,-0.029567799664481698,-0.0569644450108322,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,1214.0
NBDD,NB Distressed Debt,Debt - Loans & Bonds,False,announcements_only,GBX,1,2025-12-10,2025-12-10,2023-02-14,2023-02-14,0,0,1030.0,,,USD,currency_mismatch,s3_archive,daily,1.0,135.0
NBDG,NB Distressed Debt New Global shares,Debt - Loans & Bonds,False,announcements_only,GBX,1,2025-12-10,2025-12-10,,,0,0,,,,GBp,assumed_from_currency,,,,
NBDX,NB Distressed Debt Extended Life shares,Debt - Loans & Bonds,False,announcements_only,GBX,1,2025-12-10,2025-12-10,,,0,0,,,,USD,unresolved_no_nav_no_currency,,,,
NBLU,NB Global Floating Rate Income,Debt - Loans & Bonds,False,announcements_only,GBX,0,,,,,0,0,,,,,,,,,
NBPE,Neuberger Private Equity Partners,Private Equity,False,announcements_only,GBX,4355,2009-06-30,2026-09-23,2018-08-31,2026-06-30,2005,893,232.0,-0.23235294117647054,-0.2973493975903615,GBp,ok,committed+s3_archive+s3_snapshot,monthly,30.5,40.0
NBPZ,NB Private Equity Partners,Split Capital Trust,False,announcements_only,,0,,,,,0,0,,,,,,,,,
NCE,New City Energy,Sector Specialist: Commodities & Natural Resources,False,registry,,0,,,,,0,0,,,,,,,,,
NCYF,CQS New City High Yield Fund,Debt - Loans & Bonds,False,registry,GBX,4985,2007-01-02,2026-09-23,2008-07-02,2026-09-21,4605,2629,3.0,0.05091646586804677,0.05460605406671726,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,2547.0
NEP,Neptune-Calculus Income & Growth VCT,VCT Generalist,True,announcements_only,,2689,2007-01-03,2017-09-13,,,0,0,,,,,unresolved_no_nav_no_currency,,,,
NESF,NextEnergy Solar Fund,Renewable Energy Infrastructure,False,announcements_only,GBP,3137,2014-04-25,2026-09-23,2015-01-31,2026-06-02,2936,2936,99.5,0.01317122593718345,-0.32923499352293595,GBp,ok,committed+s3_archive+s3_snapshot,quarterly,91.0,35.0
NRI,Northern Investors Company,Private Equity,False,announcements_only,,144,2018-05-16,2018-12-17,,,0,0,,,,,unresolved_no_nav_no_currency,,,,
NTN,Northern 3 VCT,VCT,True,announcements_only,GBX,4984,2007-01-02,2026-09-22,2025-06-30,2026-06-30,284,284,114.0,-0.07386990077177513,-0.990734463357656,GBp,ok,committed+s3_snapshot,semiannual,172.0,4.0
NTV,Northern 2 VCT,VCT,True,announcements_only,GBX,4984,2007-01-02,2026-09-22,2025-06-30,2026-06-30,284,284,114.0,-0.07279029462738307,-0.06525573192239864,GBp,ok,committed+s3_snapshot,semiannual,172.0,4.0
NVT,Northern Venture Trust,VCT,True,announcements_only,GBX,4984,2007-01-02,2026-09-22,2025-06-30,2026-06-30,284,284,114.0,-0.07723577235772355,-0.06821963394342767,GBp,ok,committed+s3_snapshot,semiannual,172.0,4.0
OAP3,Octopus Apollo VCT,VCT,True,registry,GBX,4984,2007-01-02,2026-09-22,2025-07-31,2026-01-31,245,245,146.0,-0.06924642030673211,-0.9906924646158083,GBp,ok,committed,semiannual,172.0,2.0
OAPC,Octopus Apollo VCT C shares,VCT Generalist Pre Qualifying,True,announcements_only,,0,,,,,0,0,,,,,,,,,
OAPD,Octopus Apollo VCT D shares,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
OCI,Oakley Capital Investments,Private Equity,False,registry,GBX,4837,2007-08-02,2026-09-23,2009-12-31,2026-06-30,4098,2161,130.0,8.25,-0.3324808184143222,GBp,ok,committed,quarterly,48.0,51.0
OCV3,Octopus VCT 3,VCT Specialist: Environmental,True,announcements_only,,0,,,,,0,0,,,,,,,,,
OCV4,Octopus VCT 4,VCT Specialist: Environmental,True,announcements_only,,0,,,,,0,0,,,,,,,,,
OEC1,Octopus Eclipse VCT,VCT Generalist,True,registry,,0,,,,,0,0,,,,,,,,,
OFG,Octopus Future Generations VCT,VCT,True,announcements_only,,1125,2022-04-05,2026-09-22,2024-12-31,2026-06-30,380,370,168.5,-0.04938273959689665,-0.04620852233109318,GBp,rescaled_x100,committed+s3_snapshot,quarterly,86.0,7.0
OIT,Odyssean Investment Trust,UK Smaller Companies,False,registry,GBX,2122,2018-05-01,2026-09-23,2018-05-01,2026-09-21,2121,2083,1.0,0.0066213314244811805,0.028384279475982543,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,2070.0
ONWD,Onward Opportunities,UK Smaller Companies,False,announcements_only,,880,2023-03-30,2026-09-23,2026-04-22,2026-09-16,107,107,5.0,0.00046225979000191764,-0.02115279713922058,GBp,ok,committed+s3_snapshot,weekly,6.0,32.0
OOA,Octopus AIM VCT,VCT AIM Quoted,True,registry,GBX,4557,2008-09-09,2026-09-22,2026-03-31,2026-09-14,115,114,8.0,-0.0481013044526305,-0.04761904761904756,GBp,ok,committed+s3_snapshot,weekly,6.0,30.0
ORIT,Octopus Renewables Infrastructure Trust,Renewable Energy Infrastructure,False,announcements_only,GBX,1713,2019-12-10,2026-09-23,2020-06-30,2026-06-30,1551,1551,78.0,-0.13091923422357388,-0.28753769406035157,GBp,ok,committed+s3_archive+s3_snapshot,quarterly,90.0,27.0
OSEC,Octopus AIM VCT 2,VCT AIM Quoted,True,registry,GBX,4984,2007-01-02,2026-09-22,2026-03-30,2026-09-14,121,120,8.0,-0.05063291139240511,-0.04702195553196631,GBp,ok,committed+s3_snapshot,weekly,6.0,31.0
OT1,Oxford Technology 2 VCT - OT1 shares,VCT,True,announcements_only,GBX,4984,2007-01-02,2026-09-22,,,0,0,,,,GBp,assumed_from_currency,,,,
OT3,Oxford Technology 2 VCT - OT3 shares,VCT,True,announcements_only,GBX,4984,2007-01-02,2026-09-22,,,0,0,,,,GBp,assumed_from_currency,,,,
OT4,Oxford Technology 2 VCT - OT4 shares,VCT,True,announcements_only,GBX,4984,2007-01-02,2026-09-22,,,0,0,,,,GBp,assumed_from_currency,,,,
OTV2,Octopus Titan VCT,VCT,True,registry,GBX,4734,2007-12-28,2026-09-23,2024-06-30,2026-06-30,512,512,164.0,-0.4863731656184487,-0.6119733924611974,GBp,ok,committed+s3_snapshot,semiannual,181.5,5.0
OVC2,Octopus VCT 2,VCT Generalist,True,registry,,0,,,,,0,0,,,,,,,,,
OXH,Oxford Technology 2 VCT - OT2 shares,VCT,True,announcements_only,GBX,4984,2007-01-02,2026-09-22,2021-11-30,2026-08-31,1188,18,385.5,-0.6594427244582043,-0.9976775956039872,GBp,ok,committed,single_observation,,6.0
P2P2,P2P Global Investments C shares,Sector Specialist: Debt,False,announcements_only,,0,,,,,0,0,,,,,,,,,
PAC,Pacific Assets Trust,Asia Pacific,False,registry,GBX,4983,2007-01-02,2026-09-21,2008-06-30,2026-09-18,4605,4575,1.0,-0.07086151132020002,-0.07001941221615271,GBp,ok,committed+s3_archive,daily,1.0,4545.0
PAIM,Puma AIM VCT,VCT AIM Quoted,True,announcements_only,,372,2025-04-02,2026-09-22,2026-03-02,2026-09-21,142,142,2.0,-0.03889239079014656,-0.0736929022662185,GBp,rescaled_x100,committed+s3_snapshot,weekly,7.0,35.0
PCFC,Polar Capital Global Financials C Share,Financials,False,announcements_only,#N/A,0,,,,,0,0,,,,,,,,,
PCFT,Polar Capital Global Financials,Financials & Financial Innovation,False,registry,GBX,3345,2013-07-01,2026-09-23,2013-07-01,2026-09-22,3344,3223,0.0,-0.05311460786817351,-0.03669903669903685,GBp,ok,committed+s3_snapshot,daily,1.0,3190.0
PCGH,Polar Capital Global Healthcare,Biotechnology & Healthcare,False,registry,GBX,4113,2010-06-15,2026-09-23,2010-06-16,2026-09-22,4112,4112,0.0,-0.052943898342711515,0.01569501574097476,GBp,ok,committed,daily,1.0,4104.0
PCT,Polar Capital Technology,Technology & Technology Innovation,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-02,2026-09-22,4985,4884,0.0,-0.046025784784402,-0.08122062619977499,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4714.0
PCTZ,Picton Property Income,Split Capital Trust,False,announcements_only,,0,,,,,0,0,,,,,,,,,
PEMB,Pembroke VCT B shares,VCT,True,announcements_only,GBP,2899,2015-04-01,2026-09-22,,,0,0,,,,GBp,assumed_from_currency,,,,
PEMV,Pembroke VCT,VCT Generalist,True,announcements_only,GBX,0,,,,,0,0,,,,,,,,,
PEQ,Private Equity Investor,Private Equity,False,registry,GBP,0,,,,,0,0,,,,,,,,,
PEW,Premier Energy & Water,Split Capital Trust,False,registry,,0,,,,,0,0,,,,,,,,,
PEY,Partners Group Private Equity,Private Equity,False,announcements_only,GBX,4985,2007-01-02,2026-09-23,,,0,0,,,,EUR,unresolved_no_nav_no_currency,,,,
PEZ,Premier Miton Global Renewables,Infrastructure Securities,False,registry,GBX,7,2018-07-06,2018-08-31,,,0,0,,,,GBp,assumed_from_currency,,,,
PGOO,ProVen Growth and Income VCT,VCT,True,registry,GBX,4984,2007-01-02,2026-09-22,,,0,0,,,,GBp,assumed_from_currency,,,,
PGV,PXN Growth VCT,VCT,True,announcements_only,,608,2024-04-29,2026-09-22,2024-10-31,2026-04-27,451,451,146.0,0.012658227848101333,0.012658227848101333,GBp,rescaled_x100,committed,adhoc,252.0,3.0
PHI,Pacific Horizon Investment Trust,Asia Pacific,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-02,2026-09-22,4985,4922,0.0,-0.08954460736611192,-0.0858182166275786,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4907.0
PIN,Pantheon International,Private Equity,False,registry,GBX,4985,2007-01-02,2026-09-23,2006-12-31,2026-05-31,4966,4423,108.0,-0.1735593386582705,-0.2720602432902104,GBp,ok,committed+s3_archive,semiannual,159.0,76.0
PINT,Pantheon Infrastructure,Infrastructure,False,announcements_only,,1224,2021-11-16,2026-09-23,2022-09-30,2026-03-31,952,952,165.0,-0.15799068955660583,-0.06089746035062349,GBp,ok,committed+s3_archive,semiannual,182.0,8.0
PJF,Prospect Japan,Japanese Smaller Companies,False,announcements_only,,0,,,,,0,0,,,,,,,,,
PLI,Perpetual Income & Growth,UK Equity Income,False,registry,GBX,0,,,,,0,0,,,,,,,,,
PMGR,Premier Miton Global Renewables,Infrastructure Securities,False,registry,GBX,0,,,,,0,0,,,,,,,daily,1.0,2564.0
PMH,Puma High Income VCT,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
PNL,Personal Assets Trust,Flexible Investment,False,registry,GBX,4985,2007-01-02,2026-09-23,2008-07-01,2026-09-21,4606,4606,1.0,0.010667372792919294,-0.012444654993349569,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4600.0
PPET,Patria Private Equity,Private Equity,False,registry,GBX,4985,2007-01-02,2026-09-23,2015-01-31,2026-03-31,2932,2871,34.0,-0.25182481751824826,-0.3085905885073419,GBp,ok,committed+s3_archive,monthly,30.0,136.0
PSDL,Phoenix Spree Deutschland,Property - Europe,False,announcements_only,GBX,2851,2015-06-15,2026-09-23,,,0,0,,,,GBp,assumed_from_currency,,,,
PSH,Pershing Square Holdings,North America,False,announcements_only,GBX,2409,2017-03-10,2026-09-23,2020-12-02,2026-09-02,1465,456,489.0,-0.16095471236230108,-0.3840457758330529,GBp,ok,s3_archive+s3_snapshot,monthly,30.0,21.0
PTF,Phaunos Timber,Sector Specialist: Forestry & Timber,False,announcements_only,,139,2018-05-16,2018-12-07,,,0,0,,,,,unresolved_no_nav_no_currency,,,,
PU11,Puma VCT 11,VCT Generalist,True,announcements_only,GBP,0,,,,,0,0,,,,,,,,,
PU12,Puma VCT 12,VCT Generalist,True,announcements_only,GBP,0,,,,,0,0,,,,,,,,,
PU13,Puma VCT 13,VCT,True,announcements_only,GBX,2101,2018-05-31,2026-09-22,2025-06-30,2026-03-25,0,0,88.0,,,GBp,unresolved_dispersed,committed,quarterly,108.0,3.0
PUAL,Puma Alpha VCT,VCT,True,registry,GBX,1657,2020-02-28,2026-09-22,2025-03-31,2026-04-10,0,0,58.0,,,GBp,unresolved_dispersed,committed,quarterly,58.0,7.0
PUM8,Puma VCT 8,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
PUM9,Puma VCT 9,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
PUMA,Puma VCT VII,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
PUMX,Puma VCT 10,VCT Generalist,True,announcements_only,GBX,0,,,,,0,0,,,,,,,,,
PVN,ProVen VCT,VCT,True,registry,GBX,4984,2007-01-02,2026-09-22,2025-03-01,2025-11-12,217,138,159.0,-0.06549520766773165,-0.05785123966942152,GBp,ok,committed,semiannual,203.0,2.0
QIL,Qannas Investments,Global Emerging Markets,False,announcements_only,,0,,,,,0,0,,,,,,,,,
RCOI,Riverstone Credit Opportunities Income,Debt - Direct Lending,False,registry,USD,1852,2019-05-28,2026-09-23,,,0,0,,,,USD,unresolved_no_nav_no_currency,,,,
RCP,RIT Capital Partners,Flexible Investment,False,registry,GBX,4985,2007-01-02,2026-09-23,2006-12-31,2026-08-31,4982,4770,33.0,-0.014418999151823542,-0.21608196212356412,GBp,ok,committed+s3_archive+s3_snapshot,monthly,29.0,197.0
RDL,RDL Realisation,Debt - Direct Lending,False,announcements_only,,0,,,,,0,0,,,,,,,,,
RDLC,Ranger Direct Lending C shares,Sector Specialist: Debt,False,registry,,0,,,,,0,0,,,,,,,,,
RECI,Real Estate Credit Investments,Property - Debt,False,announcements_only,GBX,4985,2007-01-02,2026-09-23,2012-10-31,2026-08-31,3494,1220,246.0,14.202546296296294,-0.1498559077809799,GBp,ok,committed,monthly,31.0,56.0
RESI,Residential Secure Income REIT,Property - UK Residential,False,announcements_only,GBX,2325,2017-07-12,2026-09-23,2018-05-30,2025-12-31,2103,1845,166.0,-0.13503306445589147,-0.8814696473435472,GBp,ok,committed+s3_archive,adhoc,284.0,14.0
REW,M7 Regional E-Warehouse REIT,Property - UK Logistics,False,announcements_only,,289,2022-11-01,2023-12-21,2023-06-30,2023-09-30,104,104,65.5,0.3212712942567726,0.21386822899544167,GBp,rescaled_x100,committed,quarterly,45.5,3.0
RGL,Regional REIT,Property - UK Commercial,False,announcements_only,GBP,2748,2015-11-06,2026-09-23,2015-12-31,2026-06-30,2636,2094,162.0,-0.4374130093176938,-0.5296277034701511,GBp,ok,committed,semiannual,182.0,17.0
RHM,Round Hill Music Royalty Fund,Royalties,False,announcements_only,GBX,0,,,,,0,0,,,,,,,,,
RHMC,Round Hill Music Royalty C Share,Royalties,False,announcements_only,#N/A,0,,,,,0,0,,,,,,,,,
RICA,Ruffer Investment Company,Flexible Investment,False,announcements_only,GBX,4985,2007-01-02,2026-09-23,2007-01-04,2026-09-16,4983,4578,2.0,0.0044984059047037395,-0.039394527459732265,GBp,ok,committed+s3_snapshot,weekly,7.0,1088.0
RIIC,Rights & Issues,Split Capital Trust,False,announcements_only,,0,,,,,0,0,,,,,,,,,
RIII,Rights & Issues,Split Capital Trust,False,announcements_only,,4985,2007-01-02,2026-09-23,2007-02-01,2026-09-22,4963,1909,24.0,0.35275195439636486,-0.15797020093739222,GBp,ok_recent_window,committed+s3_archive,daily,1.0,836.0
RKW,Rockwood Strategic,UK Smaller Companies,False,registry,GBX,4985,2007-01-02,2026-09-23,2015-08-14,2026-09-18,2806,2806,5.0,-0.10516454473948728,0.0039058717195519232,GBp,ok,committed+s3_archive+s3_snapshot,weekly,7.0,652.0
RMDC,RM Secured Direct Lending C shares,Sector Specialist: Debt,False,announcements_only,,0,,,,,0,0,,,,,,,,,
RMII,RM Infrastructure Income,Debt - Direct Lending,False,announcements_only,GBX,2467,2016-12-15,2026-09-23,2017-03-31,2026-07-29,2383,2320,25.0,-0.08648648648648649,-0.32428747801635693,GBp,ok,committed,monthly,33.5,102.0
RMMC,River UK Micro Cap,UK Smaller Companies,False,announcements_only,GBP,2983,2014-12-02,2026-09-23,2014-12-02,2026-09-21,2982,2968,1.0,-0.13141335617479144,-0.15336478934511277,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,2927.0
RNEW,Ecofin US Renewables Infrastructure,Renewable Energy Infrastructure,False,announcements_only,USD,1450,2020-12-22,2026-09-22,,,0,0,,,,USD,unresolved_no_nav_no_currency,,,,
RSB,Rensburg AIM VCT,VCT AIM Quoted,True,announcements_only,,0,,,,,0,0,,,,,,,,,
RSE,Riverstone Energy,Commodities & Natural Resources,False,announcements_only,GBX,3262,2013-10-24,2026-09-22,2021-09-30,2026-03-31,1237,1229,130.0,-0.4043887147335423,-0.5161290322580645,GBp,ok,s3_archive,adhoc,287.0,9.0
RTW,RTW Biotech Opportunities,Biotechnology & Healthcare,False,announcements_only,,1743,2019-10-23,2026-09-23,,,0,0,,,,USD,unresolved_no_nav_no_currency,,,,
SAIN,Scottish American,Global Equity Income,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-02,2026-09-22,4985,4985,0.0,-0.040783334697552576,-0.07337841222138752,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4975.0
SBO,Schroder British Opportunities,Growth Capital,False,registry,GBX,1496,2020-01-06,2026-09-22,2020-12-02,2026-09-22,1464,1138,0.0,-0.30855428819555625,-0.38404106392907145,GBp,ok,committed+s3_archive,daily,1.0,1467.0
SBSI,Schroder BSC Social Impact,Flexible Investment,False,announcements_only,#N/A,1450,2020-12-22,2026-09-22,2023-06-22,2026-03-31,824,824,183.0,-0.23807639026321004,-0.22323372254106477,GBp,ok,committed+s3_archive,semiannual,181.0,8.0
SCF,Schroder Income Growth Fund,UK Equity Income,False,registry,GBX,4985,2007-01-02,2026-09-23,2008-01-02,2026-09-22,4732,4732,0.0,-0.052223606813513734,-0.06098494513906605,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4704.0
SCIN,Scottish Investment Trust,Global,False,registry,GBX,0,,,,,0,0,,,,,,,,,
SCP,Schroder UK Mid Cap Fund,UK All Companies,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-12-31,2026-09-22,4732,4732,0.0,-0.13788001326542632,-0.06631144135115974,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4698.0
SDP,Schroder AsiaPacific Fund,Asia Pacific,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-04,2026-09-22,4983,4983,0.0,-0.10627726611730481,-0.08903130130819337,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4878.0
SDV,Chelverton UK Dividend Trust,UK Equity Income,False,registry,GBX,4985,2007-01-02,2026-09-23,2006-12-31,2026-09-22,4981,2780,9.0,-0.08126745810055869,-0.04435978562665466,GBp,ok,committed+s3_archive,daily,1.0,1494.0
SDVZ,Chelverton Small Companies Dividend,Split Capital Trust,False,registry,,0,,,,,0,0,,,,,,,,,
SEC,Strategic Equity Capital,UK Smaller Companies,False,registry,GBX,4985,2007-01-02,2026-09-23,2006-12-31,2026-09-21,4983,4931,1.0,-0.1331096196868009,-0.10134797803295059,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,3426.0
SEIT,SDCL Efficiency Income,Renewable Energy Infrastructure,False,announcements_only,,1965,2018-12-11,2026-09-23,2019-03-31,2026-03-31,1830,802,159.0,-0.13560888424130824,-0.5308483290488432,GBp,ok,committed,quarterly,49.0,26.0
SEQC,Sequoia Economic Infrastructure Income C shares,Sector Specialist: Infrastructure,False,announcements_only,,0,,,,,0,0,,,,,,,,,
SEQI,Sequoia Economic Infrastructure Income,Infrastructure,False,announcements_only,GBP,2921,2015-03-03,2026-09-23,2015-03-31,2026-09-15,2891,2790,27.0,0.0486528101205872,-0.07650273224043713,GBp,ok,committed+s3_archive+s3_snapshot,monthly,31.0,127.0
SERE,Schroder European Real Estate,Property - Europe,False,announcements_only,GBP,2725,2015-12-09,2026-09-23,2016-06-30,2026-06-30,2565,2565,159.0,-0.24927113702623904,-0.4455626855066689,GBp,ok,committed+s3_archive,semiannual,182.0,21.0
SGEM,ScotGems,Global Emerging Markets,False,registry,GBX,0,,,,,0,0,,,,,,,,,
SGRE,Schroder Global Real Estate Securities,Property Securities,False,announcements_only,,0,,,,,0,0,,,,,,,,,
SHIP,Tufton Assets,Leasing,False,announcements_only,,2211,2017-12-20,2026-09-23,,,0,0,,,,USD,unresolved_no_nav_no_currency,,,,
SHPC,Tufton Oceanic Assets C shares,Sector Specialist: Leasing,False,announcements_only,,0,,,,,0,0,,,,,,,,,
SHRS,Shires Income,UK Equity Income,False,registry,GBX,0,,,,,0,0,,,,,,,daily,1.0,3961.0
SIT,Sanditon Investment,UK All Companies,False,registry,GBX,0,,,,,0,0,,,,,,,,,
SJG,Schroder Japan Trust,Japan,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-08,2026-09-22,4981,4981,0.0,-0.11016130590167106,-0.08772096109189131,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4868.0
SLFR,KKV Secured Loan,Leasing,False,announcements_only,GBX,0,,,,,0,0,,,,,,,,,
SLFX,KKV Secured Loan C,Leasing,False,announcements_only,#N/A,2030,2016-12-12,2024-12-24,,,0,0,,,,GBp,assumed_from_currency,,,,
SMIF,TwentyFour Select Monthly Income,Debt - Loans & Bonds,False,announcements_only,GBX,3169,2014-03-10,2026-09-23,2014-03-13,2026-09-17,3166,3153,4.0,0.022877030584479874,0.01353777973069481,GBp,ok,committed+s3_archive+s3_snapshot,weekly,7.0,603.0
SMT,Scottish Mortgage Investment Trust,Global,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-02,2026-09-22,4985,4985,0.0,-0.07877633076854751,-0.07689960329569723,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4983.0
SOHC,Triple Point Social Housing REIT C shares,Property Specialist,False,announcements_only,,0,,,,,0,0,,,,,,,,,
SOI,Schroder Oriental Income,Asia Pacific Equity Income,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-05,2026-09-22,4982,4982,0.0,-0.017829276603594124,-0.03452858003031367,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4884.0
SONC,Hipgnosis Songs C shares,Royalties,False,announcements_only,,0,,,,,0,0,,,,,,,,,
SONG,Hipgnosis Songs Fund,Royalties,False,announcements_only,,1529,2018-07-11,2024-07-30,,,0,0,,,,GBp,assumed_from_currency,,,,
SSIC,Seraphim Space Investment Trust C shares,Growth Capital,False,announcements_only,,94,2026-05-13,2026-09-23,,,0,0,,,,GBp,assumed_from_currency,,,,
SSIF,Secured Income,Debt - Direct Lending,False,announcements_only,GBX,0,,,,,0,0,,,,,,,monthly,30.0,104.0
SSIT,Seraphim Space Investment Trust,Growth Capital,False,announcements_only,#N/A,1312,2021-07-14,2026-09-23,2021-12-31,2026-03-31,1156,1034,169.0,-0.4155758497399477,0.07752065471195402,GBp,ok,committed,quarterly,100.0,11.0
SSON,Smithson Investment Trust,Global Smaller Companies,False,registry,GBX,0,,,,,0,0,,,,,,,daily,1.0,1830.0
SST,Scottish Oriental Smaller Companies,Asia Pacific Smaller Companies,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-08,2026-09-21,4981,4708,1.0,-0.11533000830597329,-0.08011178388448992,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4472.0
STS,STS Global Income & Growth Trust,Global Equity Income,False,registry,GBX,4985,2007-01-02,2026-09-23,2009-11-12,2026-09-21,4258,4179,1.0,-0.017270291646742986,-0.01637884991988614,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4171.0
SUPR,Supermarket Income REIT,Property - UK Commercial,False,announcements_only,,2319,2017-06-20,2026-09-23,2017-12-31,2025-12-31,2181,2174,156.0,0.034653465346534684,-0.040571463448660694,GBp,ok,committed,semiannual,182.0,18.0
SURE,Sure Ventures,Technology & Technology Innovation,False,announcements_only,,2192,2018-01-19,2026-09-23,2018-08-20,2026-06-30,2045,1277,103.0,-0.0486849468382764,-0.7668305918263524,GBp,ok,committed,quarterly,98.0,18.0
SVCT,Seneca Growth Capital VCT B shares,VCT,True,announcements_only,GBX,2031,2018-09-07,2026-09-22,2023-03-31,2026-03-31,876,762,171.5,-0.2682926829268293,-0.992048780365688,GBp,ok,committed,adhoc,280.5,4.0
SVI,SVG Capital,Private Equity,False,announcements_only,,0,,,,,0,0,,,,,,,,,
SYNC,Syncona,Biotechnology & Healthcare,False,announcements_only,GBX,3514,2012-10-26,2026-09-23,2012-11-19,2025-03-31,3498,2662,122.5,0.07443934294749777,22.750000615273752,GBp,ok,s3_archive,semiannual,217.0,81.0
TCT,Cayenne Trust,Global,False,registry,GBP,0,,,,,0,0,,,,,,,,,
