ticker,obs,median_abs_change,p99_abs_change,big_moves,jump_reversals,cum_assumed_share,median_abs_change_all,reliable,suspect_rate
OIT,2054,0.004617303113322535,0.03283077943496201,0,0,0.0004868549172346641,0.004624241493638381,True,0.0
OOA,13,0.0,0.0496941852458628,0,0,0.7692307692307693,0.0025000000000000577,True,0.0
PAIM,5,0.0,0.013016225827961775,0,0,0.2,0.008360468300191548,True,0.0
SEQI,2,0.0,0.0,0,0,0.5,0.00636360577255668,True,0.0
SEC,3014,0.003795944269069318,0.029794278238965233,0,0,0.022229595222295954,0.004101113787528532,True,0.0
TFIF,108,0.001215766534886642,0.19233411693487348,1,0,0.9629629629629629,0.00232478043740314,True,0.0
SYNC,3,0.009637287541615525,0.01585559904827517,0,0,1.0,0.013054377149013696,True,0.0
SSON,1814,0.006017781618252727,0.03512014286346409,0,0,0.0,0.005997683137977772,True,0.0
SSIF,1,0.015372168284789822,0.015372168284789822,0,0,0.0,0.0035080685576825976,True,0.0
SHRS,3840,0.004149547993513303,0.033844970297810556,6,0,0.00234375,0.004207317304200764,True,0.0
SJG,4810,0.007582417199290259,0.044073264040293644,0,0,0.052390852390852394,0.007606226299454122,True,0.0
SMIF,125,0.0017706488907405227,0.007671050998835185,0,0,0.976,0.0029065416115983678,True,0.0
SOI,4830,0.005492672756641448,0.03601615470834363,0,0,0.05610766045548654,0.00550165633682409,True,0.0
SEIT,1,0.0,0.0,0,0,1.0,0.001103752759381793,True,0.0
UAV,1,0.0,0.0,0,0,0.0,0.0,True,0.0
THRG,4265,0.004862296785687836,0.03571293847864235,0,0,0.0,0.004867492498270731,True,0.0
TMPL,3203,0.005253434938228718,0.037069097942077744,1,0,0.0,0.005528584649856283,True,0.0
UKW,1,0.019103600293901457,0.019103600293901457,0,0,1.0,0.011582643798303871,True,0.0
UTLH,19,0.004752744143940113,0.026330480439953414,0,0,0.05263157894736842,0.004752744143940113,True,0.0
WINV,2,0.0,0.0,0,0,0.5,0.03721527109400069,True,0.0
WWH,4914,0.006089608995822837,0.04370264327880952,8,0,0.13166463166463166,0.006077083000159966,True,0.0
