ticker,symbol,mode,status,rows,first,last,price_ccy
PCTZ,PCTZ.L,full,no_history,0,,,
PEMB,PEMB.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PEMV,PEMV.L,full,no_history,0,,,
PEQ,PEQ.L,full,no_history,0,,,
PEW,PEW.L,full,no_history,0,,,
PEY,PEY.L,tail,ok,21,2026-08-03,2026-09-01,EUR
PEZ,PEZ.L,full,ok,7,2018-07-06,2018-08-31,GBp
PGOO,PGOO.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PGV,PGV.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PHI,PHI.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PHLL,PHLL.L,full,no_history,0,,,
PIN,PIN.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PINT,PINT.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PJF,PJF.L,full,no_history,0,,,
PLI,PLI.L,full,no_history,0,,,
PMGR,PMGR.L,full,no_history,0,,,
PMH,PMH.L,full,no_history,0,,,
PNL,PNL.L,tail,ok,21,2026-08-03,2026-09-01,GBp
POLN,POLN.L,full,ok,2699,2015-12-23,2026-09-01,GBp
PPET,PPET.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PRSR,PRSR.L,full,no_history,0,,,
PSDL,PSDL.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PSH,PSH.L,tail,ok,21,2026-08-03,2026-09-01,GBp
PTF,PTF.L,full,ok,139,2018-05-16,2018-12-07,
PU11,PU11.L,full,no_history,0,,,
PU12,PU12.L,full,no_history,0,,,
PU13,PU13.L,tail,ok,25,2026-07-28,2026-09-01,GBp
PUAL,PUAL.L,tail,ok,25,2026-07-28,2026-09-01,GBp
PUM8,PUM8.L,full,no_history,0,,,
PUM9,PUM9.L,full,no_history,0,,,
PUMA,PUMA.L,full,no_history,0,,,
PUMX,PUMX.L,full,no_history,0,,,
PVN,PVN.L,tail,ok,25,2026-07-28,2026-09-01,GBp
QIL,QIL.L,full,no_history,0,,,
RCOI,RCOI.L,tail,ok,21,2026-08-03,2026-09-01,USD
RCP,RCP.L,tail,ok,21,2026-08-03,2026-09-01,GBp
RDL,RDL.L,full,no_history,0,,,
RDLC,RDLC.L,full,no_history,0,,,
RECI,RECI.L,tail,ok,21,2026-08-03,2026-09-01,GBp
RESI,RESI.L,tail,ok,25,2026-07-28,2026-09-01,GBp
REW,REW.L,full,ok,289,2022-11-01,2023-12-21,GBp
RGL,RGL.L,tail,ok,21,2026-08-03,2026-09-01,GBp
RHM,RHM.L,full,no_history,0,,,
RHMC,RHMC.L,full,no_history,0,,,
RICA,RICA.L,tail,ok,21,2026-08-03,2026-09-01,GBp
RIIC,RIIC.L,full,no_history,0,,,
RIII,RIII.L,tail,ok,21,2026-08-03,2026-09-01,GBp
RKW,RKW.L,tail,ok,21,2026-08-03,2026-09-01,GBp
RMDC,RMDC.L,full,no_history,0,,,
RMII,RMII.L,full,ok,2451,2016-12-15,2026-09-01,GBp
RMMC,RMMC.L,tail,ok,21,2026-08-03,2026-09-01,GBp
RNEW,RNEW.L,full,ok,1435,2020-12-22,2026-09-01,USD
ROOF,ROOF.L,full,no_history,0,,,
RSB,RSB.L,full,no_history,0,,,
RSE,RSE.L,tail,ok,25,2026-07-28,2026-09-01,GBp
RTW,RTW.L,tail,ok,21,2026-08-03,2026-09-01,USD
SAIN,SAIN.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SBO,SBO.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SBSI,SBSI.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SCF,SCF.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SCIN,SCIN.L,full,no_history,0,,,
SCP,SCP.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SDP,SDP.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SDV,SDV.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SDVZ,SDVZ.L,full,no_history,0,,,
SEC,SEC.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SEIT,SEIT.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SEQC,SEQC.L,full,no_history,0,,,
SEQI,SEQI.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SERE,SERE.L,tail,ok,25,2026-07-28,2026-09-01,GBp
SGEM,SGEM.L,full,no_history,0,,,
SGRE,SGRE.L,full,no_history,0,,,
SHED,SHED.L,full,ok,4920,2006-01-03,2025-06-24,GBp
SHIP,SHIP.L,tail,ok,21,2026-08-03,2026-09-01,USD
SHPC,SHPC.L,full,no_history,0,,,
SHRS,SHRS.L,full,no_history,0,,,
SIT,SIT.L,full,no_history,0,,,
SJG,SJG.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SLFR,SLFR.L,full,no_history,0,,,
SLFX,SLFX.L,full,no_history,0,,,
SMIF,SMIF.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SMT,SMT.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SOHC,SOHC.L,full,no_history,0,,,
SOI,SOI.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SONC,SONC.L,full,no_history,0,,,
SONG,SONG.L,full,ok,1529,2018-07-11,2024-07-30,GBp
SREI,SREI.L,tail,ok,25,2026-07-28,2026-09-01,GBp
SSIC,SSIC.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SSIF,SSIF.L,full,no_history,0,,,
SSIT,SSIT.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SSON,SSON.L,full,no_history,0,,,
SST,SST.L,tail,ok,21,2026-08-03,2026-09-01,GBp
STS,STS.L,tail,ok,21,2026-08-03,2026-09-01,GBp
SUPR,SUPR.L,full,ok,2303,2017-06-20,2026-09-01,GBp
SURE,SURE.L,full,ok,2176,2018-01-19,2026-09-01,GBp
SVCT,SVCT.L,tail,ok,25,2026-07-28,2026-09-01,GBp
SVI,SVI.L,full,no_history,0,,,
SVM,SVM.L,full,ok,4845,2006-01-03,2025-03-05,GBp
SWEF,SWEF.L,full,no_history,0,,,
SYNC,SYNC.L,tail,ok,25,2026-07-28,2026-09-01,GBp
TCT,TCT.L,full,no_history,0,,,
TEM,TEM.L,tail,ok,21,2026-08-03,2026-09-01,GBp
TENT,TENT.L,full,no_history,0,,,
TFG,TFG.L,tail,ok,21,2026-08-03,2026-09-01,USD
TFIF,TFIF.L,tail,ok,21,2026-08-03,2026-09-01,GBp
THRG,THRG.L,full,no_history,0,,,
THRL,THRL.L,tail,ok,21,2026-08-03,2026-09-01,GBp
TIGT,TIGT.L,full,ok,4609,2006-01-03,2024-03-28,GBp
TMI,TMI.L,full,ok,377,2025-03-05,2026-09-01,USD
TMPL,TMPL.L,tail,ok,21,2026-08-03,2026-09-01,GBp
TORO,TORO.L,tail,ok,21,2026-08-03,2026-09-01,EUR
TP10,TP10.L,full,no_history,0,,,
TP5,TP5.L,full,no_history,0,,,
TP5B,TP5B.L,full,no_history,0,,,
TP7V,TP7V.L,full,no_history,0,,,
TPF,TPF.L,full,ok,1178,2007-08-28,2018-02-26,
TPFZ,TPFZ.L,full,ok,527,2013-09-05,2018-02-26,
TPO,TPO.L,full,no_history,0,,,
TPOA,TPOA.L,full,ok,2042,2015-03-13,2023-04-13,GBp
TPOB,TPOB.L,full,no_history,0,,,
TPOG,TPOG.L,full,ok,51,2018-05-16,2018-07-27,
TPOU,TPOU.L,full,no_history,0,,,
TPV,TPV.L,tail,ok,21,2026-08-03,2026-09-01,GBp
TPV1,TPV1.L,full,ok,429,2008-12-26,2019-06-20,GBp
TPVC,TPVC.L,full,ok,2221,2014-02-20,2022-12-02,GBp
TPVD,TPVD.L,full,ok,1981,2015-02-03,2022-12-02,GBp
TPVE,TPVE.L,full,ok,1610,2017-04-19,2023-09-04,GBp
TREE,TREE.L,full,no_history,0,,,
TRIG,TRIG.L,tail,ok,21,2026-08-03,2026-09-01,GBp
TRY,TRY.L,tail,ok,21,2026-08-03,2026-09-01,GBp
TV2A,TV2A.L,full,ok,718,2022-01-17,2024-11-19,GBp
TV2H,TV2H.L,full,ok,1957,2017-02-21,2024-11-19,GBp
TV2V,TV2V.L,full,ok,1957,2017-02-21,2024-11-19,GBp
UAV,UAV.L,tail,ok,21,2026-08-03,2026-09-01,GBp
UEM,UEM.L,tail,ok,21,2026-08-03,2026-09-01,GBp
UKCM,UKCM.L,full,no_history,0,,,
UKML,UKML.L,full,no_history,0,,,
UKRO,UKRO.L,full,no_history,0,,,
UKT,UKT.L,full,no_history,0,,,
UKW,UKW.L,tail,ok,21,2026-08-03,2026-09-01,GBp
USA,USA.L,tail,ok,21,2026-08-03,2026-09-01,GBp
USF,USF.L,tail,ok,21,2026-08-03,2026-09-01,USD
UTL,UTL.L,tail,ok,21,2026-08-03,2026-09-01,GBp
UTLF,UTLF.L,full,no_history,0,,,
UTLH,UTLH.L,tail,ok,21,2026-08-03,2026-09-01,GBp
UTLI,UTLI.L,tail,ok,21,2026-08-03,2026-09-01,GBp
VEIL,VEIL.L,tail,ok,21,2026-08-03,2026-09-01,GBp
VEN,VEN.L,full,ok,4073,2006-01-03,2022-02-10,GBp
VEN2,VEN2.L,full,ok,4019,2006-03-17,2022-02-09,GBp
VENC,VENC.L,full,ok,3251,2009-04-01,2022-02-10,GBp
VIP,VIP.L,tail,ok,25,2026-07-28,2026-09-01,GBp
VND,VND.L,full,ok,1976,2014-04-17,2022-02-09,GBp
VNH,VNH.L,tail,ok,21,2026-08-03,2026-09-01,GBp
VNI,VNI.L,full,no_history,0,,,
VNIL,VNIL.L,full,no_history,0,,,
VNL,VNL.L,full,no_history,0,,,
VOF,VOF.L,tail,ok,21,2026-08-03,2026-09-01,GBp
VSL,VSL.L,tail,ok,21,2026-08-03,2026-09-01,GBp
VSLC,VSLC.L,full,no_history,0,,,
VTA,VTA.L,tail,ok,21,2026-08-03,2026-09-01,EUR
WHR,WHR.L,full,ok,1,2025-10-10,2025-10-10,GBp
WINV,WINV.L,tail,ok,21,2026-08-03,2026-09-01,GBp
WKOF,WKOF.L,full,no_history,0,,,
WTAN,WTAN.L,full,no_history,0,,,
WTR,WTR.L,full,no_history,0,,,
WWH,WWH.L,tail,ok,21,2026-08-03,2026-09-01,GBp
WWW,WWW.L,full,ok,32,2026-07-17,2026-09-01,GBP
YATRA,YATRA.L,full,ok,4756,2006-12-06,2025-10-03,EUR
